,Unnamed: 0_x,Unnamed: 0_x,Unnamed: 0_x_x,geometry,index_right_x_x,Unnamed: 0.1_x_x,stationId_x_x,x_x_x,y_x_x,minTempJanuary_x_x,minTempFebruary_x_x,minTempMarch_x_x,minTempApril_x_x,minTempMay_x_x,minTempJune_x_x,minTempJuly_x_x,minTempAugust_x_x,minTempSeptember_x_x,minTempOctober_x_x,minTempNovember_x_x,minTempDecember_x_x,Unnamed: 0_y_x,index_right_y_x,Unnamed: 0.1_y_x,stationId_y_x,x_y_x,y_y_x,minTempJanuary_y_x,minTempFebruary_y_x,minTempMarch_y_x,minTempApril_y_x,minTempMay_y_x,minTempJune_y_x,minTempJuly_y_x,minTempAugust_y_x,minTempSeptember_y_x,minTempOctober_y_x,minTempNovember_y_x,minTempDecember_y_x,Unnamed: 0_y,Unnamed: 0_x_y,index_right_x_y,Unnamed: 0.1_x_y,stationId_x_y,x_x_y,y_x_y,minTempJanuary_x_y,minTempFebruary_x_y,minTempMarch_x_y,minTempApril_x_y,minTempMay_x_y,minTempJune_x_y,minTempJuly_x_y,minTempAugust_x_y,minTempSeptember_x_y,minTempOctober_x_y,minTempNovember_x_y,minTempDecember_x_y,Unnamed: 0_y_y,index_right_y_y,Unnamed: 0.1_y_y,stationId_y_y,x_y_y,y_y_y,minTempJanuary_y_y,minTempFebruary_y_y,minTempMarch_y_y,minTempApril_y_y,minTempMay_y_y,minTempJune_y_y,minTempJuly_y_y,minTempAugust_y_y,minTempSeptember_y_y,minTempOctober_y_y,minTempNovember_y_y,minTempDecember_y_y,Unnamed: 0_y,index_right,Unnamed: 0.1,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
86,86,86,115,"POLYGON ((948433.4348778214 7606684.861747535, 948433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535, 938433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,115,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,86,115,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,115,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,115,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
87,87,87,116,"POLYGON ((948433.4348778214 7616684.861747535, 948433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535, 938433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,116,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,87,116,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,116,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,116,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
88,88,88,117,"POLYGON ((948433.4348778214 7626684.861747535, 948433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535, 938433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,117,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,88,117,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,117,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,117,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
89,89,89,118,"POLYGON ((948433.4348778214 7636684.861747535, 948433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535, 938433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,118,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,89,118,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,118,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,118,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
90,90,90,119,"POLYGON ((948433.4348778214 7646684.861747535, 948433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535, 938433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,119,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,90,119,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,119,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,119,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
91,91,91,120,"POLYGON ((948433.4348778214 7656684.861747535, 948433.4348778214 7666684.861747535, 938433.4348778214 7666684.861747535, 938433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,120,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,91,120,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,120,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,120,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
92,92,92,151,"POLYGON ((958433.4348778214 7596684.861747535, 958433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535, 948433.4348778214 7596684.861747535, 958433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,151,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,92,151,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,151,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,151,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
93,93,93,152,"POLYGON ((958433.4348778214 7606684.861747535, 958433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535, 948433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,152,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,93,152,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,152,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,152,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
94,94,94,153,"POLYGON ((958433.4348778214 7616684.861747535, 958433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535, 948433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,153,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,94,153,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,153,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,153,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
95,95,95,154,"POLYGON ((958433.4348778214 7626684.861747535, 958433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535, 948433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,154,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,95,154,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,154,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,154,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
96,96,96,155,"POLYGON ((958433.4348778214 7636684.861747535, 958433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535, 948433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,155,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,96,155,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,155,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,155,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
97,97,97,156,"POLYGON ((958433.4348778214 7646684.861747535, 958433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535, 948433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,156,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,97,156,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,156,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,156,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
98,98,98,157,"POLYGON ((958433.4348778214 7656684.861747535, 958433.4348778214 7666684.861747535, 948433.4348778214 7666684.861747535, 948433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,157,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,98,157,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,157,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,157,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
99,99,99,158,"POLYGON ((958433.4348778214 7666684.861747535, 958433.4348778214 7676684.861747535, 948433.4348778214 7676684.861747535, 948433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,158,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,99,158,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,158,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,158,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
100,100,100,195,"POLYGON ((968433.4348778214 7596684.861747535, 968433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535, 958433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,195,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,100,195,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,195,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,195,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
101,101,101,196,"POLYGON ((968433.4348778214 7606684.861747535, 968433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535, 958433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,196,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,101,196,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,196,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,196,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
102,102,102,197,"POLYGON ((968433.4348778214 7616684.861747535, 968433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535, 958433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,197,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,102,197,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,197,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,197,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
103,103,103,198,"POLYGON ((968433.4348778214 7626684.861747535, 968433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535, 958433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,198,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,103,198,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,198,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,198,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
104,104,104,199,"POLYGON ((968433.4348778214 7646684.861747535, 968433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535, 958433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,199,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,104,199,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,199,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,199,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
105,105,105,200,"POLYGON ((968433.4348778214 7656684.861747535, 968433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535, 958433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,200,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,105,200,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,200,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,200,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
106,106,106,238,"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535, 968433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,238,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,106,238,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,238,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,238,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
107,107,107,239,"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,239,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,107,239,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,239,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,239,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
108,108,108,240,"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,240,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,108,240,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,240,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,240,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
109,109,109,241,"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,241,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,109,241,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,241,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,241,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
110,110,110,242,"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,242,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,110,242,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,242,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,242,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
111,111,111,243,"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,243,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,111,243,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,243,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,243,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
112,112,112,244,"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,244,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,112,244,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,244,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,244,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
113,113,113,245,"POLYGON ((978433.4348778214 7666684.861747535, 978433.4348778214 7676684.861747535, 968433.4348778214 7676684.861747535, 968433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,245,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,113,245,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,245,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0,245,34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
