geometry
"POLYGON ((958433.4348778214 7676684.861747535, 958433.4348778214 7686684.861747535, 948433.4348778214 7686684.861747535, 948433.4348778214 7676684.861747535, 958433.4348778214 7676684.861747535))"
"POLYGON ((958433.4348778214 7686684.861747535, 958433.4348778214 7696684.861747535, 948433.4348778214 7696684.861747535, 948433.4348778214 7686684.861747535, 958433.4348778214 7686684.861747535))"
"POLYGON ((958433.4348778214 7696684.861747535, 958433.4348778214 7706684.861747535, 948433.4348778214 7706684.861747535, 948433.4348778214 7696684.861747535, 958433.4348778214 7696684.861747535))"
"POLYGON ((958433.4348778214 7706684.861747535, 958433.4348778214 7716684.861747535, 948433.4348778214 7716684.861747535, 948433.4348778214 7706684.861747535, 958433.4348778214 7706684.861747535))"
"POLYGON ((958433.4348778214 7726684.861747535, 958433.4348778214 7736684.861747535, 948433.4348778214 7736684.861747535, 948433.4348778214 7726684.861747535, 958433.4348778214 7726684.861747535))"
"POLYGON ((958433.4348778214 7736684.861747535, 958433.4348778214 7746684.861747535, 948433.4348778214 7746684.861747535, 948433.4348778214 7736684.861747535, 958433.4348778214 7736684.861747535))"
"POLYGON ((958433.4348778214 7746684.861747535, 958433.4348778214 7756684.861747535, 948433.4348778214 7756684.861747535, 948433.4348778214 7746684.861747535, 958433.4348778214 7746684.861747535))"
"POLYGON ((958433.4348778214 7756684.861747535, 958433.4348778214 7766684.861747535, 948433.4348778214 7766684.861747535, 948433.4348778214 7756684.861747535, 958433.4348778214 7756684.861747535))"
"POLYGON ((958433.4348778214 7766684.861747535, 958433.4348778214 7776684.861747535, 948433.4348778214 7776684.861747535, 948433.4348778214 7766684.861747535, 958433.4348778214 7766684.861747535))"
"POLYGON ((968433.4348778214 7346684.861747535, 968433.4348778214 7356684.861747535, 958433.4348778214 7356684.861747535, 958433.4348778214 7346684.861747535, 968433.4348778214 7346684.861747535))"
"POLYGON ((968433.4348778214 7356684.861747535, 968433.4348778214 7366684.861747535, 958433.4348778214 7366684.861747535, 958433.4348778214 7356684.861747535, 968433.4348778214 7356684.861747535))"
"POLYGON ((968433.4348778214 7366684.861747535, 968433.4348778214 7376684.861747535, 958433.4348778214 7376684.861747535, 958433.4348778214 7366684.861747535, 968433.4348778214 7366684.861747535))"
"POLYGON ((968433.4348778214 7436684.861747535, 968433.4348778214 7446684.861747535, 958433.4348778214 7446684.861747535, 958433.4348778214 7436684.861747535, 968433.4348778214 7436684.861747535))"
"POLYGON ((968433.4348778214 7446684.861747535, 968433.4348778214 7456684.861747535, 958433.4348778214 7456684.861747535, 958433.4348778214 7446684.861747535, 968433.4348778214 7446684.861747535))"
"POLYGON ((968433.4348778214 7456684.861747535, 968433.4348778214 7466684.861747535, 958433.4348778214 7466684.861747535, 958433.4348778214 7456684.861747535, 968433.4348778214 7456684.861747535))"
"POLYGON ((968433.4348778214 7466684.861747535, 968433.4348778214 7476684.861747535, 958433.4348778214 7476684.861747535, 958433.4348778214 7466684.861747535, 968433.4348778214 7466684.861747535))"
"POLYGON ((968433.4348778214 7476684.861747535, 968433.4348778214 7486684.861747535, 958433.4348778214 7486684.861747535, 958433.4348778214 7476684.861747535, 968433.4348778214 7476684.861747535))"
"POLYGON ((968433.4348778214 7486684.861747535, 968433.4348778214 7496684.861747535, 958433.4348778214 7496684.861747535, 958433.4348778214 7486684.861747535, 968433.4348778214 7486684.861747535))"
"POLYGON ((968433.4348778214 7496684.861747535, 968433.4348778214 7506684.861747535, 958433.4348778214 7506684.861747535, 958433.4348778214 7496684.861747535, 968433.4348778214 7496684.861747535))"
"POLYGON ((968433.4348778214 7506684.861747535, 968433.4348778214 7516684.861747535, 958433.4348778214 7516684.861747535, 958433.4348778214 7506684.861747535, 968433.4348778214 7506684.861747535))"
"POLYGON ((968433.4348778214 7516684.861747535, 968433.4348778214 7526684.861747535, 958433.4348778214 7526684.861747535, 958433.4348778214 7516684.861747535, 968433.4348778214 7516684.861747535))"
"POLYGON ((968433.4348778214 7526684.861747535, 968433.4348778214 7536684.861747535, 958433.4348778214 7536684.861747535, 958433.4348778214 7526684.861747535, 968433.4348778214 7526684.861747535))"
"POLYGON ((968433.4348778214 7536684.861747535, 968433.4348778214 7546684.861747535, 958433.4348778214 7546684.861747535, 958433.4348778214 7536684.861747535, 968433.4348778214 7536684.861747535))"
