,geometry,index_right,Unnamed: 0,stationId,x,y,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember
1321,"POLYGON ((1258433.434877821 7506684.861747535, 1258433.434877821 7516684.861747535, 1248433.434877821 7516684.861747535, 1248433.434877821 7506684.861747535, 1258433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1335,"POLYGON ((1268433.434877821 7466684.861747535, 1268433.434877821 7476684.861747535, 1258433.434877821 7476684.861747535, 1258433.434877821 7466684.861747535, 1268433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1336,"POLYGON ((1268433.434877821 7476684.861747535, 1268433.434877821 7486684.861747535, 1258433.434877821 7486684.861747535, 1258433.434877821 7476684.861747535, 1268433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1337,"POLYGON ((1268433.434877821 7486684.861747535, 1268433.434877821 7496684.861747535, 1258433.434877821 7496684.861747535, 1258433.434877821 7486684.861747535, 1268433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1338,"POLYGON ((1268433.434877821 7496684.861747535, 1268433.434877821 7506684.861747535, 1258433.434877821 7506684.861747535, 1258433.434877821 7496684.861747535, 1268433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1339,"POLYGON ((1268433.434877821 7506684.861747535, 1268433.434877821 7516684.861747535, 1258433.434877821 7516684.861747535, 1258433.434877821 7506684.861747535, 1268433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1340,"POLYGON ((1268433.434877821 7516684.861747535, 1268433.434877821 7526684.861747535, 1258433.434877821 7526684.861747535, 1258433.434877821 7516684.861747535, 1268433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1356,"POLYGON ((1278433.434877821 7466684.861747535, 1278433.434877821 7476684.861747535, 1268433.434877821 7476684.861747535, 1268433.434877821 7466684.861747535, 1278433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1357,"POLYGON ((1278433.434877821 7476684.861747535, 1278433.434877821 7486684.861747535, 1268433.434877821 7486684.861747535, 1268433.434877821 7476684.861747535, 1278433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1358,"POLYGON ((1278433.434877821 7486684.861747535, 1278433.434877821 7496684.861747535, 1268433.434877821 7496684.861747535, 1268433.434877821 7486684.861747535, 1278433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1359,"POLYGON ((1278433.434877821 7496684.861747535, 1278433.434877821 7506684.861747535, 1268433.434877821 7506684.861747535, 1268433.434877821 7496684.861747535, 1278433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1360,"POLYGON ((1278433.434877821 7506684.861747535, 1278433.434877821 7516684.861747535, 1268433.434877821 7516684.861747535, 1268433.434877821 7506684.861747535, 1278433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1361,"POLYGON ((1278433.434877821 7516684.861747535, 1278433.434877821 7526684.861747535, 1268433.434877821 7526684.861747535, 1268433.434877821 7516684.861747535, 1278433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1362,"POLYGON ((1278433.434877821 7526684.861747535, 1278433.434877821 7536684.861747535, 1268433.434877821 7536684.861747535, 1268433.434877821 7526684.861747535, 1278433.434877821 7526684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1375,"POLYGON ((1288433.434877821 7466684.861747535, 1288433.434877821 7476684.861747535, 1278433.434877821 7476684.861747535, 1278433.434877821 7466684.861747535, 1288433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1376,"POLYGON ((1288433.434877821 7476684.861747535, 1288433.434877821 7486684.861747535, 1278433.434877821 7486684.861747535, 1278433.434877821 7476684.861747535, 1288433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1377,"POLYGON ((1288433.434877821 7486684.861747535, 1288433.434877821 7496684.861747535, 1278433.434877821 7496684.861747535, 1278433.434877821 7486684.861747535, 1288433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1378,"POLYGON ((1288433.434877821 7496684.861747535, 1288433.434877821 7506684.861747535, 1278433.434877821 7506684.861747535, 1278433.434877821 7496684.861747535, 1288433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1379,"POLYGON ((1288433.434877821 7506684.861747535, 1288433.434877821 7516684.861747535, 1278433.434877821 7516684.861747535, 1278433.434877821 7506684.861747535, 1288433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1380,"POLYGON ((1288433.434877821 7516684.861747535, 1288433.434877821 7526684.861747535, 1278433.434877821 7526684.861747535, 1278433.434877821 7516684.861747535, 1288433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1381,"POLYGON ((1288433.434877821 7526684.861747535, 1288433.434877821 7536684.861747535, 1278433.434877821 7536684.861747535, 1278433.434877821 7526684.861747535, 1288433.434877821 7526684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1398,"POLYGON ((1298433.434877821 7466684.861747535, 1298433.434877821 7476684.861747535, 1288433.434877821 7476684.861747535, 1288433.434877821 7466684.861747535, 1298433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1399,"POLYGON ((1298433.434877821 7476684.861747535, 1298433.434877821 7486684.861747535, 1288433.434877821 7486684.861747535, 1288433.434877821 7476684.861747535, 1298433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1400,"POLYGON ((1298433.434877821 7486684.861747535, 1298433.434877821 7496684.861747535, 1288433.434877821 7496684.861747535, 1288433.434877821 7486684.861747535, 1298433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1401,"POLYGON ((1298433.434877821 7496684.861747535, 1298433.434877821 7506684.861747535, 1288433.434877821 7506684.861747535, 1288433.434877821 7496684.861747535, 1298433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1402,"POLYGON ((1298433.434877821 7506684.861747535, 1298433.434877821 7516684.861747535, 1288433.434877821 7516684.861747535, 1288433.434877821 7506684.861747535, 1298433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1403,"POLYGON ((1298433.434877821 7516684.861747535, 1298433.434877821 7526684.861747535, 1288433.434877821 7526684.861747535, 1288433.434877821 7516684.861747535, 1298433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1404,"POLYGON ((1298433.434877821 7526684.861747535, 1298433.434877821 7536684.861747535, 1288433.434877821 7536684.861747535, 1288433.434877821 7526684.861747535, 1298433.434877821 7526684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1405,"POLYGON ((1298433.434877821 7536684.861747535, 1298433.434877821 7546684.861747535, 1288433.434877821 7546684.861747535, 1288433.434877821 7536684.861747535, 1298433.434877821 7536684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1419,"POLYGON ((1308433.434877821 7456684.861747535, 1308433.434877821 7466684.861747535, 1298433.434877821 7466684.861747535, 1298433.434877821 7456684.861747535, 1308433.434877821 7456684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1420,"POLYGON ((1308433.434877821 7466684.861747535, 1308433.434877821 7476684.861747535, 1298433.434877821 7476684.861747535, 1298433.434877821 7466684.861747535, 1308433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1421,"POLYGON ((1308433.434877821 7476684.861747535, 1308433.434877821 7486684.861747535, 1298433.434877821 7486684.861747535, 1298433.434877821 7476684.861747535, 1308433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1422,"POLYGON ((1308433.434877821 7486684.861747535, 1308433.434877821 7496684.861747535, 1298433.434877821 7496684.861747535, 1298433.434877821 7486684.861747535, 1308433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1423,"POLYGON ((1308433.434877821 7496684.861747535, 1308433.434877821 7506684.861747535, 1298433.434877821 7506684.861747535, 1298433.434877821 7496684.861747535, 1308433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1424,"POLYGON ((1308433.434877821 7506684.861747535, 1308433.434877821 7516684.861747535, 1298433.434877821 7516684.861747535, 1298433.434877821 7506684.861747535, 1308433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1425,"POLYGON ((1308433.434877821 7516684.861747535, 1308433.434877821 7526684.861747535, 1298433.434877821 7526684.861747535, 1298433.434877821 7516684.861747535, 1308433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1426,"POLYGON ((1308433.434877821 7526684.861747535, 1308433.434877821 7536684.861747535, 1298433.434877821 7536684.861747535, 1298433.434877821 7526684.861747535, 1308433.434877821 7526684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1427,"POLYGON ((1308433.434877821 7536684.861747535, 1308433.434877821 7546684.861747535, 1298433.434877821 7546684.861747535, 1298433.434877821 7536684.861747535, 1308433.434877821 7536684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1428,"POLYGON ((1308433.434877821 7546684.861747535, 1308433.434877821 7556684.861747535, 1298433.434877821 7556684.861747535, 1298433.434877821 7546684.861747535, 1308433.434877821 7546684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1446,"POLYGON ((1318433.434877821 7466684.861747535, 1318433.434877821 7476684.861747535, 1308433.434877821 7476684.861747535, 1308433.434877821 7466684.861747535, 1318433.434877821 7466684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1447,"POLYGON ((1318433.434877821 7476684.861747535, 1318433.434877821 7486684.861747535, 1308433.434877821 7486684.861747535, 1308433.434877821 7476684.861747535, 1318433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1448,"POLYGON ((1318433.434877821 7486684.861747535, 1318433.434877821 7496684.861747535, 1308433.434877821 7496684.861747535, 1308433.434877821 7486684.861747535, 1318433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1449,"POLYGON ((1318433.434877821 7496684.861747535, 1318433.434877821 7506684.861747535, 1308433.434877821 7506684.861747535, 1308433.434877821 7496684.861747535, 1318433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1450,"POLYGON ((1318433.434877821 7506684.861747535, 1318433.434877821 7516684.861747535, 1308433.434877821 7516684.861747535, 1308433.434877821 7506684.861747535, 1318433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1451,"POLYGON ((1318433.434877821 7516684.861747535, 1318433.434877821 7526684.861747535, 1308433.434877821 7526684.861747535, 1308433.434877821 7516684.861747535, 1318433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1452,"POLYGON ((1318433.434877821 7536684.861747535, 1318433.434877821 7546684.861747535, 1308433.434877821 7546684.861747535, 1308433.434877821 7536684.861747535, 1318433.434877821 7536684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1453,"POLYGON ((1318433.434877821 7546684.861747535, 1318433.434877821 7556684.861747535, 1308433.434877821 7556684.861747535, 1308433.434877821 7546684.861747535, 1318433.434877821 7546684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1473,"POLYGON ((1328433.434877821 7476684.861747535, 1328433.434877821 7486684.861747535, 1318433.434877821 7486684.861747535, 1318433.434877821 7476684.861747535, 1328433.434877821 7476684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1474,"POLYGON ((1328433.434877821 7486684.861747535, 1328433.434877821 7496684.861747535, 1318433.434877821 7496684.861747535, 1318433.434877821 7486684.861747535, 1328433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1475,"POLYGON ((1328433.434877821 7496684.861747535, 1328433.434877821 7506684.861747535, 1318433.434877821 7506684.861747535, 1318433.434877821 7496684.861747535, 1328433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1476,"POLYGON ((1328433.434877821 7506684.861747535, 1328433.434877821 7516684.861747535, 1318433.434877821 7516684.861747535, 1318433.434877821 7506684.861747535, 1328433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1477,"POLYGON ((1328433.434877821 7516684.861747535, 1328433.434877821 7526684.861747535, 1318433.434877821 7526684.861747535, 1318433.434877821 7516684.861747535, 1328433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1478,"POLYGON ((1328433.434877821 7536684.861747535, 1328433.434877821 7546684.861747535, 1318433.434877821 7546684.861747535, 1318433.434877821 7536684.861747535, 1328433.434877821 7536684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1479,"POLYGON ((1328433.434877821 7546684.861747535, 1328433.434877821 7556684.861747535, 1318433.434877821 7556684.861747535, 1318433.434877821 7546684.861747535, 1328433.434877821 7546684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1502,"POLYGON ((1338433.434877821 7486684.861747535, 1338433.434877821 7496684.861747535, 1328433.434877821 7496684.861747535, 1328433.434877821 7486684.861747535, 1338433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1503,"POLYGON ((1338433.434877821 7496684.861747535, 1338433.434877821 7506684.861747535, 1328433.434877821 7506684.861747535, 1328433.434877821 7496684.861747535, 1338433.434877821 7496684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1504,"POLYGON ((1338433.434877821 7506684.861747535, 1338433.434877821 7516684.861747535, 1328433.434877821 7516684.861747535, 1328433.434877821 7506684.861747535, 1338433.434877821 7506684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1505,"POLYGON ((1338433.434877821 7516684.861747535, 1338433.434877821 7526684.861747535, 1328433.434877821 7526684.861747535, 1328433.434877821 7516684.861747535, 1338433.434877821 7516684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1506,"POLYGON ((1338433.434877821 7526684.861747535, 1338433.434877821 7536684.861747535, 1328433.434877821 7536684.861747535, 1328433.434877821 7526684.861747535, 1338433.434877821 7526684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1528,"POLYGON ((1348433.434877821 7486684.861747535, 1348433.434877821 7496684.861747535, 1338433.434877821 7496684.861747535, 1338433.434877821 7486684.861747535, 1348433.434877821 7486684.861747535))",42,42,6156,11.6035,55.7358,9.9,6.949999999999999,14.05,16.0,25.3,24.7,25.2,25.4,20.4,17.1,13.0,9.9
1385,"POLYGON ((1298433.434877821 7286684.861747535, 1298433.434877821 7296684.861747535, 1288433.434877821 7296684.861747535, 1288433.434877821 7286684.861747535, 1298433.434877821 7286684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1407,"POLYGON ((1308433.434877821 7296684.861747535, 1308433.434877821 7306684.861747535, 1298433.434877821 7306684.861747535, 1298433.434877821 7296684.861747535, 1308433.434877821 7296684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1408,"POLYGON ((1308433.434877821 7306684.861747535, 1308433.434877821 7316684.861747535, 1298433.434877821 7316684.861747535, 1298433.434877821 7306684.861747535, 1308433.434877821 7306684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1429,"POLYGON ((1318433.434877821 7286684.861747535, 1318433.434877821 7296684.861747535, 1308433.434877821 7296684.861747535, 1308433.434877821 7286684.861747535, 1318433.434877821 7286684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1430,"POLYGON ((1318433.434877821 7296684.861747535, 1318433.434877821 7306684.861747535, 1308433.434877821 7306684.861747535, 1308433.434877821 7296684.861747535, 1318433.434877821 7296684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1431,"POLYGON ((1318433.434877821 7306684.861747535, 1318433.434877821 7316684.861747535, 1308433.434877821 7316684.861747535, 1308433.434877821 7306684.861747535, 1318433.434877821 7306684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1432,"POLYGON ((1318433.434877821 7316684.861747535, 1318433.434877821 7326684.861747535, 1308433.434877821 7326684.861747535, 1308433.434877821 7316684.861747535, 1318433.434877821 7316684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1454,"POLYGON ((1328433.434877821 7286684.861747535, 1328433.434877821 7296684.861747535, 1318433.434877821 7296684.861747535, 1318433.434877821 7286684.861747535, 1328433.434877821 7286684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1455,"POLYGON ((1328433.434877821 7296684.861747535, 1328433.434877821 7306684.861747535, 1318433.434877821 7306684.861747535, 1318433.434877821 7296684.861747535, 1328433.434877821 7296684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1456,"POLYGON ((1328433.434877821 7306684.861747535, 1328433.434877821 7316684.861747535, 1318433.434877821 7316684.861747535, 1318433.434877821 7306684.861747535, 1328433.434877821 7306684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1481,"POLYGON ((1338433.434877821 7276684.861747535, 1338433.434877821 7286684.861747535, 1328433.434877821 7286684.861747535, 1328433.434877821 7276684.861747535, 1338433.434877821 7276684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1482,"POLYGON ((1338433.434877821 7286684.861747535, 1338433.434877821 7296684.861747535, 1328433.434877821 7296684.861747535, 1328433.434877821 7286684.861747535, 1338433.434877821 7286684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1483,"POLYGON ((1338433.434877821 7296684.861747535, 1338433.434877821 7306684.861747535, 1328433.434877821 7306684.861747535, 1328433.434877821 7296684.861747535, 1338433.434877821 7296684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1484,"POLYGON ((1338433.434877821 7306684.861747535, 1338433.434877821 7316684.861747535, 1328433.434877821 7316684.861747535, 1328433.434877821 7306684.861747535, 1338433.434877821 7306684.861747535))",4,4,6149,11.9435,54.5687,7.35,5.35,10.9,11.8,25.4,24.8,21.6,23.0,19.6,15.1,12.5,8.2
1391,"POLYGON ((1298433.434877821 7396684.861747535, 1298433.434877821 7406684.861747535, 1288433.434877821 7406684.861747535, 1288433.434877821 7396684.861747535, 1298433.434877821 7396684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1413,"POLYGON ((1308433.434877821 7396684.861747535, 1308433.434877821 7406684.861747535, 1298433.434877821 7406684.861747535, 1298433.434877821 7396684.861747535, 1308433.434877821 7396684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1414,"POLYGON ((1308433.434877821 7406684.861747535, 1308433.434877821 7416684.861747535, 1298433.434877821 7416684.861747535, 1298433.434877821 7406684.861747535, 1308433.434877821 7406684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1415,"POLYGON ((1308433.434877821 7416684.861747535, 1308433.434877821 7426684.861747535, 1298433.434877821 7426684.861747535, 1298433.434877821 7416684.861747535, 1308433.434877821 7416684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1416,"POLYGON ((1308433.434877821 7426684.861747535, 1308433.434877821 7436684.861747535, 1298433.434877821 7436684.861747535, 1298433.434877821 7426684.861747535, 1308433.434877821 7426684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1436,"POLYGON ((1318433.434877821 7366684.861747535, 1318433.434877821 7376684.861747535, 1308433.434877821 7376684.861747535, 1308433.434877821 7366684.861747535, 1318433.434877821 7366684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1437,"POLYGON ((1318433.434877821 7376684.861747535, 1318433.434877821 7386684.861747535, 1308433.434877821 7386684.861747535, 1308433.434877821 7376684.861747535, 1318433.434877821 7376684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1438,"POLYGON ((1318433.434877821 7386684.861747535, 1318433.434877821 7396684.861747535, 1308433.434877821 7396684.861747535, 1308433.434877821 7386684.861747535, 1318433.434877821 7386684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1439,"POLYGON ((1318433.434877821 7396684.861747535, 1318433.434877821 7406684.861747535, 1308433.434877821 7406684.861747535, 1308433.434877821 7396684.861747535, 1318433.434877821 7396684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
1440,"POLYGON ((1318433.434877821 7406684.861747535, 1318433.434877821 7416684.861747535, 1308433.434877821 7416684.861747535, 1308433.434877821 7406684.861747535, 1318433.434877821 7406684.861747535))",1,1,6154,11.8605,55.2075,8.4,6.95,12.25,14.8,25.1,25.0,23.3,23.8,19.6,16.0,12.2,9.2
