,geometry,index_right,Unnamed: 0,stationId,x,y,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember
0,"POLYGON ((908433.4348778214 7466684.861747535, 908433.4348778214 7476684.861747535, 898433.4348778214 7476684.861747535, 898433.4348778214 7466684.861747535, 908433.4348778214 7466684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
1,"POLYGON ((908433.4348778214 7476684.861747535, 908433.4348778214 7486684.861747535, 898433.4348778214 7486684.861747535, 898433.4348778214 7476684.861747535, 908433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
2,"POLYGON ((908433.4348778214 7486684.861747535, 908433.4348778214 7496684.861747535, 898433.4348778214 7496684.861747535, 898433.4348778214 7486684.861747535, 908433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
3,"POLYGON ((908433.4348778214 7496684.861747535, 908433.4348778214 7506684.861747535, 898433.4348778214 7506684.861747535, 898433.4348778214 7496684.861747535, 908433.4348778214 7496684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
18,"POLYGON ((918433.4348778214 7456684.861747535, 918433.4348778214 7466684.861747535, 908433.4348778214 7466684.861747535, 908433.4348778214 7456684.861747535, 918433.4348778214 7456684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
19,"POLYGON ((918433.4348778214 7466684.861747535, 918433.4348778214 7476684.861747535, 908433.4348778214 7476684.861747535, 908433.4348778214 7466684.861747535, 918433.4348778214 7466684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
20,"POLYGON ((918433.4348778214 7476684.861747535, 918433.4348778214 7486684.861747535, 908433.4348778214 7486684.861747535, 908433.4348778214 7476684.861747535, 918433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
21,"POLYGON ((918433.4348778214 7486684.861747535, 918433.4348778214 7496684.861747535, 908433.4348778214 7496684.861747535, 908433.4348778214 7486684.861747535, 918433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
22,"POLYGON ((918433.4348778214 7496684.861747535, 918433.4348778214 7506684.861747535, 908433.4348778214 7506684.861747535, 908433.4348778214 7496684.861747535, 918433.4348778214 7496684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
23,"POLYGON ((918433.4348778214 7506684.861747535, 918433.4348778214 7516684.861747535, 908433.4348778214 7516684.861747535, 908433.4348778214 7506684.861747535, 918433.4348778214 7506684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
41,"POLYGON ((928433.4348778214 7456684.861747535, 928433.4348778214 7466684.861747535, 918433.4348778214 7466684.861747535, 918433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
42,"POLYGON ((928433.4348778214 7466684.861747535, 928433.4348778214 7476684.861747535, 918433.4348778214 7476684.861747535, 918433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
43,"POLYGON ((928433.4348778214 7476684.861747535, 928433.4348778214 7486684.861747535, 918433.4348778214 7486684.861747535, 918433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
44,"POLYGON ((928433.4348778214 7486684.861747535, 928433.4348778214 7496684.861747535, 918433.4348778214 7496684.861747535, 918433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
45,"POLYGON ((928433.4348778214 7496684.861747535, 928433.4348778214 7506684.861747535, 918433.4348778214 7506684.861747535, 918433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
46,"POLYGON ((928433.4348778214 7506684.861747535, 928433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535, 918433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
69,"POLYGON ((938433.4348778214 7446684.861747535, 938433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535, 928433.4348778214 7446684.861747535, 938433.4348778214 7446684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
70,"POLYGON ((938433.4348778214 7456684.861747535, 938433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535, 928433.4348778214 7456684.861747535, 938433.4348778214 7456684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
71,"POLYGON ((938433.4348778214 7466684.861747535, 938433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535, 928433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
72,"POLYGON ((938433.4348778214 7476684.861747535, 938433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535, 928433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
73,"POLYGON ((938433.4348778214 7486684.861747535, 938433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535, 928433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
74,"POLYGON ((938433.4348778214 7496684.861747535, 938433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535, 928433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
105,"POLYGON ((948433.4348778214 7456684.861747535, 948433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535, 938433.4348778214 7456684.861747535, 948433.4348778214 7456684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
106,"POLYGON ((948433.4348778214 7466684.861747535, 948433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535, 938433.4348778214 7466684.861747535, 948433.4348778214 7466684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
107,"POLYGON ((948433.4348778214 7476684.861747535, 948433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535, 938433.4348778214 7476684.861747535, 948433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
108,"POLYGON ((948433.4348778214 7486684.861747535, 948433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535, 938433.4348778214 7486684.861747535, 948433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
144,"POLYGON ((958433.4348778214 7476684.861747535, 958433.4348778214 7486684.861747535, 948433.4348778214 7486684.861747535, 948433.4348778214 7476684.861747535, 958433.4348778214 7476684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
145,"POLYGON ((958433.4348778214 7486684.861747535, 958433.4348778214 7496684.861747535, 948433.4348778214 7496684.861747535, 948433.4348778214 7486684.861747535, 958433.4348778214 7486684.861747535))",35,35,6081,8.0828,55.5575,8.05,5.85,9.55,12.8,21.8,21.5,22.5,24.2,19.3,16.4,13.3,9.3
4,"POLYGON ((908433.4348778214 7536684.861747535, 908433.4348778214 7546684.861747535, 898433.4348778214 7546684.861747535, 898433.4348778214 7536684.861747535, 908433.4348778214 7536684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
5,"POLYGON ((908433.4348778214 7546684.861747535, 908433.4348778214 7556684.861747535, 898433.4348778214 7556684.861747535, 898433.4348778214 7546684.861747535, 908433.4348778214 7546684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
6,"POLYGON ((908433.4348778214 7556684.861747535, 908433.4348778214 7566684.861747535, 898433.4348778214 7566684.861747535, 898433.4348778214 7556684.861747535, 908433.4348778214 7556684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
7,"POLYGON ((908433.4348778214 7566684.861747535, 908433.4348778214 7576684.861747535, 898433.4348778214 7576684.861747535, 898433.4348778214 7566684.861747535, 908433.4348778214 7566684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
8,"POLYGON ((908433.4348778214 7576684.861747535, 908433.4348778214 7586684.861747535, 898433.4348778214 7586684.861747535, 898433.4348778214 7576684.861747535, 908433.4348778214 7576684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
9,"POLYGON ((908433.4348778214 7586684.861747535, 908433.4348778214 7596684.861747535, 898433.4348778214 7596684.861747535, 898433.4348778214 7586684.861747535, 908433.4348778214 7586684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
10,"POLYGON ((908433.4348778214 7596684.861747535, 908433.4348778214 7606684.861747535, 898433.4348778214 7606684.861747535, 898433.4348778214 7596684.861747535, 908433.4348778214 7596684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
11,"POLYGON ((908433.4348778214 7606684.861747535, 908433.4348778214 7616684.861747535, 898433.4348778214 7616684.861747535, 898433.4348778214 7606684.861747535, 908433.4348778214 7606684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
12,"POLYGON ((908433.4348778214 7616684.861747535, 908433.4348778214 7626684.861747535, 898433.4348778214 7626684.861747535, 898433.4348778214 7616684.861747535, 908433.4348778214 7616684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
24,"POLYGON ((918433.4348778214 7516684.861747535, 918433.4348778214 7526684.861747535, 908433.4348778214 7526684.861747535, 908433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
25,"POLYGON ((918433.4348778214 7526684.861747535, 918433.4348778214 7536684.861747535, 908433.4348778214 7536684.861747535, 908433.4348778214 7526684.861747535, 918433.4348778214 7526684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
26,"POLYGON ((918433.4348778214 7536684.861747535, 918433.4348778214 7546684.861747535, 908433.4348778214 7546684.861747535, 908433.4348778214 7536684.861747535, 918433.4348778214 7536684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
27,"POLYGON ((918433.4348778214 7546684.861747535, 918433.4348778214 7556684.861747535, 908433.4348778214 7556684.861747535, 908433.4348778214 7546684.861747535, 918433.4348778214 7546684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
28,"POLYGON ((918433.4348778214 7576684.861747535, 918433.4348778214 7586684.861747535, 908433.4348778214 7586684.861747535, 908433.4348778214 7576684.861747535, 918433.4348778214 7576684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
29,"POLYGON ((918433.4348778214 7586684.861747535, 918433.4348778214 7596684.861747535, 908433.4348778214 7596684.861747535, 908433.4348778214 7586684.861747535, 918433.4348778214 7586684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
30,"POLYGON ((918433.4348778214 7596684.861747535, 918433.4348778214 7606684.861747535, 908433.4348778214 7606684.861747535, 908433.4348778214 7596684.861747535, 918433.4348778214 7596684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
31,"POLYGON ((918433.4348778214 7606684.861747535, 918433.4348778214 7616684.861747535, 908433.4348778214 7616684.861747535, 908433.4348778214 7606684.861747535, 918433.4348778214 7606684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
47,"POLYGON ((928433.4348778214 7516684.861747535, 928433.4348778214 7526684.861747535, 918433.4348778214 7526684.861747535, 918433.4348778214 7516684.861747535, 928433.4348778214 7516684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
48,"POLYGON ((928433.4348778214 7526684.861747535, 928433.4348778214 7536684.861747535, 918433.4348778214 7536684.861747535, 918433.4348778214 7526684.861747535, 928433.4348778214 7526684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
49,"POLYGON ((928433.4348778214 7556684.861747535, 928433.4348778214 7566684.861747535, 918433.4348778214 7566684.861747535, 918433.4348778214 7556684.861747535, 928433.4348778214 7556684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
50,"POLYGON ((928433.4348778214 7566684.861747535, 928433.4348778214 7576684.861747535, 918433.4348778214 7576684.861747535, 918433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
51,"POLYGON ((928433.4348778214 7576684.861747535, 928433.4348778214 7586684.861747535, 918433.4348778214 7586684.861747535, 918433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
52,"POLYGON ((928433.4348778214 7586684.861747535, 928433.4348778214 7596684.861747535, 918433.4348778214 7596684.861747535, 918433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
53,"POLYGON ((928433.4348778214 7596684.861747535, 928433.4348778214 7606684.861747535, 918433.4348778214 7606684.861747535, 918433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
80,"POLYGON ((938433.4348778214 7556684.861747535, 938433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535, 928433.4348778214 7556684.861747535, 938433.4348778214 7556684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
81,"POLYGON ((938433.4348778214 7566684.861747535, 938433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535, 928433.4348778214 7566684.861747535, 938433.4348778214 7566684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
82,"POLYGON ((938433.4348778214 7576684.861747535, 938433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535, 928433.4348778214 7576684.861747535, 938433.4348778214 7576684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
83,"POLYGON ((938433.4348778214 7586684.861747535, 938433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535, 928433.4348778214 7586684.861747535, 938433.4348778214 7586684.861747535))",7,7,6058,8.1413,56.0072,7.85,6.4,9.5,11.3,21.8,21.6,24.6,22.5,20.1,16.6,13.2,9.7
13,"POLYGON ((908433.4348778214 7646684.861747535, 908433.4348778214 7656684.861747535, 898433.4348778214 7656684.861747535, 898433.4348778214 7646684.861747535, 908433.4348778214 7646684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
14,"POLYGON ((908433.4348778214 7656684.861747535, 908433.4348778214 7666684.861747535, 898433.4348778214 7666684.861747535, 898433.4348778214 7656684.861747535, 908433.4348778214 7656684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
15,"POLYGON ((908433.4348778214 7666684.861747535, 908433.4348778214 7676684.861747535, 898433.4348778214 7676684.861747535, 898433.4348778214 7666684.861747535, 908433.4348778214 7666684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
16,"POLYGON ((908433.4348778214 7676684.861747535, 908433.4348778214 7686684.861747535, 898433.4348778214 7686684.861747535, 898433.4348778214 7676684.861747535, 908433.4348778214 7676684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
17,"POLYGON ((908433.4348778214 7686684.861747535, 908433.4348778214 7696684.861747535, 898433.4348778214 7696684.861747535, 898433.4348778214 7686684.861747535, 908433.4348778214 7686684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
34,"POLYGON ((918433.4348778214 7646684.861747535, 918433.4348778214 7656684.861747535, 908433.4348778214 7656684.861747535, 908433.4348778214 7646684.861747535, 918433.4348778214 7646684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
35,"POLYGON ((918433.4348778214 7656684.861747535, 918433.4348778214 7666684.861747535, 908433.4348778214 7666684.861747535, 908433.4348778214 7656684.861747535, 918433.4348778214 7656684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
36,"POLYGON ((918433.4348778214 7666684.861747535, 918433.4348778214 7676684.861747535, 908433.4348778214 7676684.861747535, 908433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
37,"POLYGON ((918433.4348778214 7676684.861747535, 918433.4348778214 7686684.861747535, 908433.4348778214 7686684.861747535, 908433.4348778214 7676684.861747535, 918433.4348778214 7676684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
38,"POLYGON ((918433.4348778214 7686684.861747535, 918433.4348778214 7696684.861747535, 908433.4348778214 7696684.861747535, 908433.4348778214 7686684.861747535, 918433.4348778214 7686684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
39,"POLYGON ((918433.4348778214 7706684.861747535, 918433.4348778214 7716684.861747535, 908433.4348778214 7716684.861747535, 908433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
59,"POLYGON ((928433.4348778214 7656684.861747535, 928433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535, 918433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
60,"POLYGON ((928433.4348778214 7666684.861747535, 928433.4348778214 7676684.861747535, 918433.4348778214 7676684.861747535, 918433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
61,"POLYGON ((928433.4348778214 7676684.861747535, 928433.4348778214 7686684.861747535, 918433.4348778214 7686684.861747535, 918433.4348778214 7676684.861747535, 928433.4348778214 7676684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
62,"POLYGON ((928433.4348778214 7696684.861747535, 928433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535, 918433.4348778214 7696684.861747535, 928433.4348778214 7696684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
91,"POLYGON ((938433.4348778214 7666684.861747535, 938433.4348778214 7676684.861747535, 928433.4348778214 7676684.861747535, 928433.4348778214 7666684.861747535, 938433.4348778214 7666684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
126,"POLYGON ((948433.4348778214 7666684.861747535, 948433.4348778214 7676684.861747535, 938433.4348778214 7676684.861747535, 938433.4348778214 7666684.861747535, 948433.4348778214 7666684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
127,"POLYGON ((948433.4348778214 7676684.861747535, 948433.4348778214 7686684.861747535, 938433.4348778214 7686684.861747535, 938433.4348778214 7676684.861747535, 948433.4348778214 7676684.861747535))",37,37,6052,8.215,56.7068,8.3,6.3,11.8,12.7,22.3,21.3,23.7,23.3,21.0,17.2,12.8,9.5
32,"POLYGON ((918433.4348778214 7616684.861747535, 918433.4348778214 7626684.861747535, 908433.4348778214 7626684.861747535, 908433.4348778214 7616684.861747535, 918433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
33,"POLYGON ((918433.4348778214 7636684.861747535, 918433.4348778214 7646684.861747535, 908433.4348778214 7646684.861747535, 908433.4348778214 7636684.861747535, 918433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
54,"POLYGON ((928433.4348778214 7606684.861747535, 928433.4348778214 7616684.861747535, 918433.4348778214 7616684.861747535, 918433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
55,"POLYGON ((928433.4348778214 7616684.861747535, 928433.4348778214 7626684.861747535, 918433.4348778214 7626684.861747535, 918433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
56,"POLYGON ((928433.4348778214 7626684.861747535, 928433.4348778214 7636684.861747535, 918433.4348778214 7636684.861747535, 918433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
57,"POLYGON ((928433.4348778214 7636684.861747535, 928433.4348778214 7646684.861747535, 918433.4348778214 7646684.861747535, 918433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
58,"POLYGON ((928433.4348778214 7646684.861747535, 928433.4348778214 7656684.861747535, 918433.4348778214 7656684.861747535, 918433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
84,"POLYGON ((938433.4348778214 7596684.861747535, 938433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535, 928433.4348778214 7596684.861747535, 938433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
85,"POLYGON ((938433.4348778214 7606684.861747535, 938433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535, 928433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
86,"POLYGON ((938433.4348778214 7616684.861747535, 938433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535, 928433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
87,"POLYGON ((938433.4348778214 7626684.861747535, 938433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535, 928433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
88,"POLYGON ((938433.4348778214 7636684.861747535, 938433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535, 928433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
