,geometry,index_right,Unnamed: 0,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
354,"POLYGON ((1008433.434877821 7336684.861747535, 1008433.434877821 7346684.861747535, 998433.4348778214 7346684.861747535, 998433.4348778214 7336684.861747535, 1008433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
355,"POLYGON ((1008433.434877821 7346684.861747535, 1008433.434877821 7356684.861747535, 998433.4348778214 7356684.861747535, 998433.4348778214 7346684.861747535, 1008433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
356,"POLYGON ((1008433.434877821 7356684.861747535, 1008433.434877821 7366684.861747535, 998433.4348778214 7366684.861747535, 998433.4348778214 7356684.861747535, 1008433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
357,"POLYGON ((1008433.434877821 7366684.861747535, 1008433.434877821 7376684.861747535, 998433.4348778214 7376684.861747535, 998433.4348778214 7366684.861747535, 1008433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
358,"POLYGON ((1008433.434877821 7376684.861747535, 1008433.434877821 7386684.861747535, 998433.4348778214 7386684.861747535, 998433.4348778214 7376684.861747535, 1008433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
398,"POLYGON ((1018433.434877821 7336684.861747535, 1018433.434877821 7346684.861747535, 1008433.434877821 7346684.861747535, 1008433.434877821 7336684.861747535, 1018433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
399,"POLYGON ((1018433.434877821 7346684.861747535, 1018433.434877821 7356684.861747535, 1008433.434877821 7356684.861747535, 1008433.434877821 7346684.861747535, 1018433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
400,"POLYGON ((1018433.434877821 7356684.861747535, 1018433.434877821 7366684.861747535, 1008433.434877821 7366684.861747535, 1008433.434877821 7356684.861747535, 1018433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
401,"POLYGON ((1018433.434877821 7366684.861747535, 1018433.434877821 7376684.861747535, 1008433.434877821 7376684.861747535, 1008433.434877821 7366684.861747535, 1018433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
402,"POLYGON ((1018433.434877821 7376684.861747535, 1018433.434877821 7386684.861747535, 1008433.434877821 7386684.861747535, 1008433.434877821 7376684.861747535, 1018433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
403,"POLYGON ((1018433.434877821 7386684.861747535, 1018433.434877821 7396684.861747535, 1008433.434877821 7396684.861747535, 1008433.434877821 7386684.861747535, 1018433.434877821 7386684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
442,"POLYGON ((1028433.434877821 7336684.861747535, 1028433.434877821 7346684.861747535, 1018433.434877821 7346684.861747535, 1018433.434877821 7336684.861747535, 1028433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
443,"POLYGON ((1028433.434877821 7346684.861747535, 1028433.434877821 7356684.861747535, 1018433.434877821 7356684.861747535, 1018433.434877821 7346684.861747535, 1028433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
444,"POLYGON ((1028433.434877821 7356684.861747535, 1028433.434877821 7366684.861747535, 1018433.434877821 7366684.861747535, 1018433.434877821 7356684.861747535, 1028433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
445,"POLYGON ((1028433.434877821 7366684.861747535, 1028433.434877821 7376684.861747535, 1018433.434877821 7376684.861747535, 1018433.434877821 7366684.861747535, 1028433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
446,"POLYGON ((1028433.434877821 7376684.861747535, 1028433.434877821 7386684.861747535, 1018433.434877821 7386684.861747535, 1018433.434877821 7376684.861747535, 1028433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
447,"POLYGON ((1028433.434877821 7386684.861747535, 1028433.434877821 7396684.861747535, 1018433.434877821 7396684.861747535, 1018433.434877821 7386684.861747535, 1028433.434877821 7386684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
448,"POLYGON ((1028433.434877821 7396684.861747535, 1028433.434877821 7406684.861747535, 1018433.434877821 7406684.861747535, 1018433.434877821 7396684.861747535, 1028433.434877821 7396684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
486,"POLYGON ((1038433.434877821 7326684.861747535, 1038433.434877821 7336684.861747535, 1028433.434877821 7336684.861747535, 1028433.434877821 7326684.861747535, 1038433.434877821 7326684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
487,"POLYGON ((1038433.434877821 7336684.861747535, 1038433.434877821 7346684.861747535, 1028433.434877821 7346684.861747535, 1028433.434877821 7336684.861747535, 1038433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
488,"POLYGON ((1038433.434877821 7346684.861747535, 1038433.434877821 7356684.861747535, 1028433.434877821 7356684.861747535, 1028433.434877821 7346684.861747535, 1038433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
489,"POLYGON ((1038433.434877821 7356684.861747535, 1038433.434877821 7366684.861747535, 1028433.434877821 7366684.861747535, 1028433.434877821 7356684.861747535, 1038433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
490,"POLYGON ((1038433.434877821 7366684.861747535, 1038433.434877821 7376684.861747535, 1028433.434877821 7376684.861747535, 1028433.434877821 7366684.861747535, 1038433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
491,"POLYGON ((1038433.434877821 7376684.861747535, 1038433.434877821 7386684.861747535, 1028433.434877821 7386684.861747535, 1028433.434877821 7376684.861747535, 1038433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
492,"POLYGON ((1038433.434877821 7386684.861747535, 1038433.434877821 7396684.861747535, 1028433.434877821 7396684.861747535, 1028433.434877821 7386684.861747535, 1038433.434877821 7386684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
493,"POLYGON ((1038433.434877821 7396684.861747535, 1038433.434877821 7406684.861747535, 1028433.434877821 7406684.861747535, 1028433.434877821 7396684.861747535, 1038433.434877821 7396684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
533,"POLYGON ((1048433.434877821 7316684.861747535, 1048433.434877821 7326684.861747535, 1038433.434877821 7326684.861747535, 1038433.434877821 7316684.861747535, 1048433.434877821 7316684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
534,"POLYGON ((1048433.434877821 7326684.861747535, 1048433.434877821 7336684.861747535, 1038433.434877821 7336684.861747535, 1038433.434877821 7326684.861747535, 1048433.434877821 7326684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
535,"POLYGON ((1048433.434877821 7336684.861747535, 1048433.434877821 7346684.861747535, 1038433.434877821 7346684.861747535, 1038433.434877821 7336684.861747535, 1048433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
536,"POLYGON ((1048433.434877821 7346684.861747535, 1048433.434877821 7356684.861747535, 1038433.434877821 7356684.861747535, 1038433.434877821 7346684.861747535, 1048433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
537,"POLYGON ((1048433.434877821 7356684.861747535, 1048433.434877821 7366684.861747535, 1038433.434877821 7366684.861747535, 1038433.434877821 7356684.861747535, 1048433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
538,"POLYGON ((1048433.434877821 7366684.861747535, 1048433.434877821 7376684.861747535, 1038433.434877821 7376684.861747535, 1038433.434877821 7366684.861747535, 1048433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
539,"POLYGON ((1048433.434877821 7376684.861747535, 1048433.434877821 7386684.861747535, 1038433.434877821 7386684.861747535, 1038433.434877821 7376684.861747535, 1048433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
540,"POLYGON ((1048433.434877821 7386684.861747535, 1048433.434877821 7396684.861747535, 1038433.434877821 7396684.861747535, 1038433.434877821 7386684.861747535, 1048433.434877821 7386684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
581,"POLYGON ((1058433.434877821 7326684.861747535, 1058433.434877821 7336684.861747535, 1048433.434877821 7336684.861747535, 1048433.434877821 7326684.861747535, 1058433.434877821 7326684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
582,"POLYGON ((1058433.434877821 7336684.861747535, 1058433.434877821 7346684.861747535, 1048433.434877821 7346684.861747535, 1048433.434877821 7336684.861747535, 1058433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
583,"POLYGON ((1058433.434877821 7346684.861747535, 1058433.434877821 7356684.861747535, 1048433.434877821 7356684.861747535, 1048433.434877821 7346684.861747535, 1058433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
584,"POLYGON ((1058433.434877821 7356684.861747535, 1058433.434877821 7366684.861747535, 1048433.434877821 7366684.861747535, 1048433.434877821 7356684.861747535, 1058433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
585,"POLYGON ((1058433.434877821 7366684.861747535, 1058433.434877821 7376684.861747535, 1048433.434877821 7376684.861747535, 1048433.434877821 7366684.861747535, 1058433.434877821 7366684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
586,"POLYGON ((1058433.434877821 7376684.861747535, 1058433.434877821 7386684.861747535, 1048433.434877821 7386684.861747535, 1048433.434877821 7376684.861747535, 1058433.434877821 7376684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
629,"POLYGON ((1068433.434877821 7326684.861747535, 1068433.434877821 7336684.861747535, 1058433.434877821 7336684.861747535, 1058433.434877821 7326684.861747535, 1068433.434877821 7326684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
630,"POLYGON ((1068433.434877821 7336684.861747535, 1068433.434877821 7346684.861747535, 1058433.434877821 7346684.861747535, 1058433.434877821 7336684.861747535, 1068433.434877821 7336684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
631,"POLYGON ((1068433.434877821 7346684.861747535, 1068433.434877821 7356684.861747535, 1058433.434877821 7356684.861747535, 1058433.434877821 7346684.861747535, 1068433.434877821 7346684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
632,"POLYGON ((1068433.434877821 7356684.861747535, 1068433.434877821 7366684.861747535, 1058433.434877821 7366684.861747535, 1058433.434877821 7356684.861747535, 1068433.434877821 7356684.861747535))",2,2,6116,9.1229,54.8986,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
288,"POLYGON ((988433.4348778214 7586684.861747535, 988433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535, 978433.4348778214 7586684.861747535, 988433.4348778214 7586684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
330,"POLYGON ((998433.4348778214 7556684.861747535, 998433.4348778214 7566684.861747535, 988433.4348778214 7566684.861747535, 988433.4348778214 7556684.861747535, 998433.4348778214 7556684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
331,"POLYGON ((998433.4348778214 7566684.861747535, 998433.4348778214 7576684.861747535, 988433.4348778214 7576684.861747535, 988433.4348778214 7566684.861747535, 998433.4348778214 7566684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
332,"POLYGON ((998433.4348778214 7576684.861747535, 998433.4348778214 7586684.861747535, 988433.4348778214 7586684.861747535, 988433.4348778214 7576684.861747535, 998433.4348778214 7576684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
333,"POLYGON ((998433.4348778214 7586684.861747535, 998433.4348778214 7596684.861747535, 988433.4348778214 7596684.861747535, 988433.4348778214 7586684.861747535, 998433.4348778214 7586684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
334,"POLYGON ((998433.4348778214 7596684.861747535, 998433.4348778214 7606684.861747535, 988433.4348778214 7606684.861747535, 988433.4348778214 7596684.861747535, 998433.4348778214 7596684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
374,"POLYGON ((1008433.434877821 7536684.861747535, 1008433.434877821 7546684.861747535, 998433.4348778214 7546684.861747535, 998433.4348778214 7536684.861747535, 1008433.434877821 7536684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
375,"POLYGON ((1008433.434877821 7546684.861747535, 1008433.434877821 7556684.861747535, 998433.4348778214 7556684.861747535, 998433.4348778214 7546684.861747535, 1008433.434877821 7546684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
376,"POLYGON ((1008433.434877821 7556684.861747535, 1008433.434877821 7566684.861747535, 998433.4348778214 7566684.861747535, 998433.4348778214 7556684.861747535, 1008433.434877821 7556684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
377,"POLYGON ((1008433.434877821 7566684.861747535, 1008433.434877821 7576684.861747535, 998433.4348778214 7576684.861747535, 998433.4348778214 7566684.861747535, 1008433.434877821 7566684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
378,"POLYGON ((1008433.434877821 7576684.861747535, 1008433.434877821 7586684.861747535, 998433.4348778214 7586684.861747535, 998433.4348778214 7576684.861747535, 1008433.434877821 7576684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
379,"POLYGON ((1008433.434877821 7586684.861747535, 1008433.434877821 7596684.861747535, 998433.4348778214 7596684.861747535, 998433.4348778214 7586684.861747535, 1008433.434877821 7586684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
380,"POLYGON ((1008433.434877821 7596684.861747535, 1008433.434877821 7606684.861747535, 998433.4348778214 7606684.861747535, 998433.4348778214 7596684.861747535, 1008433.434877821 7596684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
381,"POLYGON ((1008433.434877821 7606684.861747535, 1008433.434877821 7616684.861747535, 998433.4348778214 7616684.861747535, 998433.4348778214 7606684.861747535, 1008433.434877821 7606684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
416,"POLYGON ((1018433.434877821 7516684.861747535, 1018433.434877821 7526684.861747535, 1008433.434877821 7526684.861747535, 1008433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
417,"POLYGON ((1018433.434877821 7526684.861747535, 1018433.434877821 7536684.861747535, 1008433.434877821 7536684.861747535, 1008433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
418,"POLYGON ((1018433.434877821 7536684.861747535, 1018433.434877821 7546684.861747535, 1008433.434877821 7546684.861747535, 1008433.434877821 7536684.861747535, 1018433.434877821 7536684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
419,"POLYGON ((1018433.434877821 7546684.861747535, 1018433.434877821 7556684.861747535, 1008433.434877821 7556684.861747535, 1008433.434877821 7546684.861747535, 1018433.434877821 7546684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
420,"POLYGON ((1018433.434877821 7556684.861747535, 1018433.434877821 7566684.861747535, 1008433.434877821 7566684.861747535, 1008433.434877821 7556684.861747535, 1018433.434877821 7556684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
421,"POLYGON ((1018433.434877821 7566684.861747535, 1018433.434877821 7576684.861747535, 1008433.434877821 7576684.861747535, 1008433.434877821 7566684.861747535, 1018433.434877821 7566684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
422,"POLYGON ((1018433.434877821 7576684.861747535, 1018433.434877821 7586684.861747535, 1008433.434877821 7586684.861747535, 1008433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
423,"POLYGON ((1018433.434877821 7586684.861747535, 1018433.434877821 7596684.861747535, 1008433.434877821 7596684.861747535, 1008433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
424,"POLYGON ((1018433.434877821 7596684.861747535, 1018433.434877821 7606684.861747535, 1008433.434877821 7606684.861747535, 1008433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
425,"POLYGON ((1018433.434877821 7606684.861747535, 1018433.434877821 7616684.861747535, 1008433.434877821 7616684.861747535, 1008433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
426,"POLYGON ((1018433.434877821 7616684.861747535, 1018433.434877821 7626684.861747535, 1008433.434877821 7626684.861747535, 1008433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
459,"POLYGON ((1028433.434877821 7506684.861747535, 1028433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535, 1018433.434877821 7506684.861747535, 1028433.434877821 7506684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
460,"POLYGON ((1028433.434877821 7516684.861747535, 1028433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535, 1018433.434877821 7516684.861747535, 1028433.434877821 7516684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
461,"POLYGON ((1028433.434877821 7526684.861747535, 1028433.434877821 7536684.861747535, 1018433.434877821 7536684.861747535, 1018433.434877821 7526684.861747535, 1028433.434877821 7526684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
462,"POLYGON ((1028433.434877821 7536684.861747535, 1028433.434877821 7546684.861747535, 1018433.434877821 7546684.861747535, 1018433.434877821 7536684.861747535, 1028433.434877821 7536684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
463,"POLYGON ((1028433.434877821 7546684.861747535, 1028433.434877821 7556684.861747535, 1018433.434877821 7556684.861747535, 1018433.434877821 7546684.861747535, 1028433.434877821 7546684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
464,"POLYGON ((1028433.434877821 7556684.861747535, 1028433.434877821 7566684.861747535, 1018433.434877821 7566684.861747535, 1018433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535))",21,21,6068,9.1811,56.0939,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
