,geometry,soiltype
451,"POLYGON ((1038433.434877821 7776684.861747535, 1038433.434877821 7786684.861747535, 1028433.434877821 7786684.861747535, 1028433.434877821 7776684.861747535, 1038433.434877821 7776684.861747535))",ES
452,"POLYGON ((1048433.434877821 7326684.861747535, 1048433.434877821 7336684.861747535, 1038433.434877821 7336684.861747535, 1038433.434877821 7326684.861747535, 1048433.434877821 7326684.861747535))",ML
453,"POLYGON ((1048433.434877821 7336684.861747535, 1048433.434877821 7346684.861747535, 1038433.434877821 7346684.861747535, 1038433.434877821 7336684.861747535, 1048433.434877821 7336684.861747535))",DSG
454,"POLYGON ((1048433.434877821 7346684.861747535, 1048433.434877821 7356684.861747535, 1038433.434877821 7356684.861747535, 1038433.434877821 7346684.861747535, 1048433.434877821 7346684.861747535))",DSG
455,"POLYGON ((1048433.434877821 7356684.861747535, 1048433.434877821 7366684.861747535, 1038433.434877821 7366684.861747535, 1038433.434877821 7356684.861747535, 1048433.434877821 7356684.861747535))",ML
456,"POLYGON ((1048433.434877821 7366684.861747535, 1048433.434877821 7376684.861747535, 1038433.434877821 7376684.861747535, 1038433.434877821 7366684.861747535, 1048433.434877821 7366684.861747535))",ML
457,"POLYGON ((1048433.434877821 7376684.861747535, 1048433.434877821 7386684.861747535, 1038433.434877821 7386684.861747535, 1038433.434877821 7376684.861747535, 1048433.434877821 7376684.861747535))",F
458,"POLYGON ((1048433.434877821 7386684.861747535, 1048433.434877821 7396684.861747535, 1038433.434877821 7396684.861747535, 1038433.434877821 7386684.861747535, 1048433.434877821 7386684.861747535))",DSG
459,"POLYGON ((1048433.434877821 7396684.861747535, 1048433.434877821 7406684.861747535, 1038433.434877821 7406684.861747535, 1038433.434877821 7396684.861747535, 1048433.434877821 7396684.861747535))",ML
460,"POLYGON ((1048433.434877821 7406684.861747535, 1048433.434877821 7416684.861747535, 1038433.434877821 7416684.861747535, 1038433.434877821 7406684.861747535, 1048433.434877821 7406684.861747535))",ML
461,"POLYGON ((1048433.434877821 7416684.861747535, 1048433.434877821 7426684.861747535, 1038433.434877821 7426684.861747535, 1038433.434877821 7416684.861747535, 1048433.434877821 7416684.861747535))",DSG
462,"POLYGON ((1048433.434877821 7426684.861747535, 1048433.434877821 7436684.861747535, 1038433.434877821 7436684.861747535, 1038433.434877821 7426684.861747535, 1048433.434877821 7426684.861747535))",DSG
463,"POLYGON ((1048433.434877821 7436684.861747535, 1048433.434877821 7446684.861747535, 1038433.434877821 7446684.861747535, 1038433.434877821 7436684.861747535, 1048433.434877821 7436684.861747535))",T
464,"POLYGON ((1048433.434877821 7446684.861747535, 1048433.434877821 7456684.861747535, 1038433.434877821 7456684.861747535, 1038433.434877821 7446684.861747535, 1048433.434877821 7446684.861747535))",ML
465,"POLYGON ((1048433.434877821 7456684.861747535, 1048433.434877821 7466684.861747535, 1038433.434877821 7466684.861747535, 1038433.434877821 7456684.861747535, 1048433.434877821 7456684.861747535))",DSG
466,"POLYGON ((1048433.434877821 7466684.861747535, 1048433.434877821 7476684.861747535, 1038433.434877821 7476684.861747535, 1038433.434877821 7466684.861747535, 1048433.434877821 7466684.861747535))",ML
467,"POLYGON ((1048433.434877821 7476684.861747535, 1048433.434877821 7486684.861747535, 1038433.434877821 7486684.861747535, 1038433.434877821 7476684.861747535, 1048433.434877821 7476684.861747535))",ML
468,"POLYGON ((1048433.434877821 7486684.861747535, 1048433.434877821 7496684.861747535, 1038433.434877821 7496684.861747535, 1038433.434877821 7486684.861747535, 1048433.434877821 7486684.861747535))",ML
469,"POLYGON ((1048433.434877821 7496684.861747535, 1048433.434877821 7506684.861747535, 1038433.434877821 7506684.861747535, 1038433.434877821 7496684.861747535, 1048433.434877821 7496684.861747535))",ML
470,"POLYGON ((1048433.434877821 7506684.861747535, 1048433.434877821 7516684.861747535, 1038433.434877821 7516684.861747535, 1038433.434877821 7506684.861747535, 1048433.434877821 7506684.861747535))",DSG
471,"POLYGON ((1048433.434877821 7516684.861747535, 1048433.434877821 7526684.861747535, 1038433.434877821 7526684.861747535, 1038433.434877821 7516684.861747535, 1048433.434877821 7516684.861747535))",F
472,"POLYGON ((1048433.434877821 7526684.861747535, 1048433.434877821 7536684.861747535, 1038433.434877821 7536684.861747535, 1038433.434877821 7526684.861747535, 1048433.434877821 7526684.861747535))",ML
473,"POLYGON ((1048433.434877821 7536684.861747535, 1048433.434877821 7546684.861747535, 1038433.434877821 7546684.861747535, 1038433.434877821 7536684.861747535, 1048433.434877821 7536684.861747535))",T
474,"POLYGON ((1048433.434877821 7546684.861747535, 1048433.434877821 7556684.861747535, 1038433.434877821 7556684.861747535, 1038433.434877821 7546684.861747535, 1048433.434877821 7546684.861747535))",T
475,"POLYGON ((1048433.434877821 7556684.861747535, 1048433.434877821 7566684.861747535, 1038433.434877821 7566684.861747535, 1038433.434877821 7556684.861747535, 1048433.434877821 7556684.861747535))",T
476,"POLYGON ((1048433.434877821 7566684.861747535, 1048433.434877821 7576684.861747535, 1038433.434877821 7576684.861747535, 1038433.434877821 7566684.861747535, 1048433.434877821 7566684.861747535))",T
477,"POLYGON ((1048433.434877821 7576684.861747535, 1048433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535, 1038433.434877821 7576684.861747535, 1048433.434877821 7576684.861747535))",T
478,"POLYGON ((1048433.434877821 7586684.861747535, 1048433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535, 1038433.434877821 7586684.861747535, 1048433.434877821 7586684.861747535))",T
479,"POLYGON ((1048433.434877821 7596684.861747535, 1048433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535, 1038433.434877821 7596684.861747535, 1048433.434877821 7596684.861747535))",ML
480,"POLYGON ((1048433.434877821 7606684.861747535, 1048433.434877821 7616684.861747535, 1038433.434877821 7616684.861747535, 1038433.434877821 7606684.861747535, 1048433.434877821 7606684.861747535))",ML
481,"POLYGON ((1048433.434877821 7616684.861747535, 1048433.434877821 7626684.861747535, 1038433.434877821 7626684.861747535, 1038433.434877821 7616684.861747535, 1048433.434877821 7616684.861747535))",ML
482,"POLYGON ((1048433.434877821 7626684.861747535, 1048433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535, 1038433.434877821 7626684.861747535, 1048433.434877821 7626684.861747535))",ML
483,"POLYGON ((1048433.434877821 7636684.861747535, 1048433.434877821 7646684.861747535, 1038433.434877821 7646684.861747535, 1038433.434877821 7636684.861747535, 1048433.434877821 7636684.861747535))",T
484,"POLYGON ((1048433.434877821 7646684.861747535, 1048433.434877821 7656684.861747535, 1038433.434877821 7656684.861747535, 1038433.434877821 7646684.861747535, 1048433.434877821 7646684.861747535))",MSG
485,"POLYGON ((1048433.434877821 7656684.861747535, 1048433.434877821 7666684.861747535, 1038433.434877821 7666684.861747535, 1038433.434877821 7656684.861747535, 1048433.434877821 7656684.861747535))",MSG
486,"POLYGON ((1048433.434877821 7666684.861747535, 1048433.434877821 7676684.861747535, 1038433.434877821 7676684.861747535, 1038433.434877821 7666684.861747535, 1048433.434877821 7666684.861747535))",HSL
487,"POLYGON ((1048433.434877821 7676684.861747535, 1048433.434877821 7686684.861747535, 1038433.434877821 7686684.861747535, 1038433.434877821 7676684.861747535, 1048433.434877821 7676684.861747535))",MSG
488,"POLYGON ((1048433.434877821 7686684.861747535, 1048433.434877821 7696684.861747535, 1038433.434877821 7696684.861747535, 1038433.434877821 7686684.861747535, 1048433.434877821 7686684.861747535))",DSG
489,"POLYGON ((1048433.434877821 7696684.861747535, 1048433.434877821 7706684.861747535, 1038433.434877821 7706684.861747535, 1038433.434877821 7696684.861747535, 1048433.434877821 7696684.861747535))",DSG
490,"POLYGON ((1048433.434877821 7706684.861747535, 1048433.434877821 7716684.861747535, 1038433.434877821 7716684.861747535, 1038433.434877821 7706684.861747535, 1048433.434877821 7706684.861747535))",MSG
491,"POLYGON ((1048433.434877821 7716684.861747535, 1048433.434877821 7726684.861747535, 1038433.434877821 7726684.861747535, 1038433.434877821 7716684.861747535, 1048433.434877821 7716684.861747535))",DSG
492,"POLYGON ((1048433.434877821 7726684.861747535, 1048433.434877821 7736684.861747535, 1038433.434877821 7736684.861747535, 1038433.434877821 7726684.861747535, 1048433.434877821 7726684.861747535))",DSG
493,"POLYGON ((1048433.434877821 7736684.861747535, 1048433.434877821 7746684.861747535, 1038433.434877821 7746684.861747535, 1038433.434877821 7736684.861747535, 1048433.434877821 7736684.861747535))",ES
494,"POLYGON ((1048433.434877821 7746684.861747535, 1048433.434877821 7756684.861747535, 1038433.434877821 7756684.861747535, 1038433.434877821 7746684.861747535, 1048433.434877821 7746684.861747535))",SK
495,"POLYGON ((1048433.434877821 7756684.861747535, 1048433.434877821 7766684.861747535, 1038433.434877821 7766684.861747535, 1038433.434877821 7756684.861747535, 1048433.434877821 7756684.861747535))",HSL
496,"POLYGON ((1048433.434877821 7766684.861747535, 1048433.434877821 7776684.861747535, 1038433.434877821 7776684.861747535, 1038433.434877821 7766684.861747535, 1048433.434877821 7766684.861747535))",MSG
497,"POLYGON ((1048433.434877821 7776684.861747535, 1048433.434877821 7786684.861747535, 1038433.434877821 7786684.861747535, 1038433.434877821 7776684.861747535, 1048433.434877821 7776684.861747535))",F
498,"POLYGON ((1048433.434877821 7786684.861747535, 1048433.434877821 7796684.861747535, 1038433.434877821 7796684.861747535, 1038433.434877821 7786684.861747535, 1048433.434877821 7786684.861747535))",ES
499,"POLYGON ((1058433.434877821 7326684.861747535, 1058433.434877821 7336684.861747535, 1048433.434877821 7336684.861747535, 1048433.434877821 7326684.861747535, 1058433.434877821 7326684.861747535))",DSG
500,"POLYGON ((1058433.434877821 7336684.861747535, 1058433.434877821 7346684.861747535, 1048433.434877821 7346684.861747535, 1048433.434877821 7336684.861747535, 1058433.434877821 7336684.861747535))",ES
501,"POLYGON ((1058433.434877821 7346684.861747535, 1058433.434877821 7356684.861747535, 1048433.434877821 7356684.861747535, 1048433.434877821 7346684.861747535, 1058433.434877821 7346684.861747535))",ML
502,"POLYGON ((1058433.434877821 7356684.861747535, 1058433.434877821 7366684.861747535, 1048433.434877821 7366684.861747535, 1048433.434877821 7356684.861747535, 1058433.434877821 7356684.861747535))",DSG
503,"POLYGON ((1058433.434877821 7366684.861747535, 1058433.434877821 7376684.861747535, 1048433.434877821 7376684.861747535, 1048433.434877821 7366684.861747535, 1058433.434877821 7366684.861747535))",DSG
504,"POLYGON ((1058433.434877821 7376684.861747535, 1058433.434877821 7386684.861747535, 1048433.434877821 7386684.861747535, 1048433.434877821 7376684.861747535, 1058433.434877821 7376684.861747535))",ML
505,"POLYGON ((1058433.434877821 7386684.861747535, 1058433.434877821 7396684.861747535, 1048433.434877821 7396684.861747535, 1048433.434877821 7386684.861747535, 1058433.434877821 7386684.861747535))",ML
506,"POLYGON ((1058433.434877821 7396684.861747535, 1058433.434877821 7406684.861747535, 1048433.434877821 7406684.861747535, 1048433.434877821 7396684.861747535, 1058433.434877821 7396684.861747535))",MSG
507,"POLYGON ((1058433.434877821 7406684.861747535, 1058433.434877821 7416684.861747535, 1048433.434877821 7416684.861747535, 1048433.434877821 7406684.861747535, 1058433.434877821 7406684.861747535))",DSG
508,"POLYGON ((1058433.434877821 7416684.861747535, 1058433.434877821 7426684.861747535, 1048433.434877821 7426684.861747535, 1048433.434877821 7416684.861747535, 1058433.434877821 7416684.861747535))",ML
509,"POLYGON ((1058433.434877821 7426684.861747535, 1058433.434877821 7436684.861747535, 1048433.434877821 7436684.861747535, 1048433.434877821 7426684.861747535, 1058433.434877821 7426684.861747535))",ML
510,"POLYGON ((1058433.434877821 7436684.861747535, 1058433.434877821 7446684.861747535, 1048433.434877821 7446684.861747535, 1048433.434877821 7436684.861747535, 1058433.434877821 7436684.861747535))",ML
511,"POLYGON ((1058433.434877821 7446684.861747535, 1058433.434877821 7456684.861747535, 1048433.434877821 7456684.861747535, 1048433.434877821 7446684.861747535, 1058433.434877821 7446684.861747535))",ML
512,"POLYGON ((1058433.434877821 7456684.861747535, 1058433.434877821 7466684.861747535, 1048433.434877821 7466684.861747535, 1048433.434877821 7456684.861747535, 1058433.434877821 7456684.861747535))",ML
513,"POLYGON ((1058433.434877821 7466684.861747535, 1058433.434877821 7476684.861747535, 1048433.434877821 7476684.861747535, 1048433.434877821 7466684.861747535, 1058433.434877821 7466684.861747535))",ML
514,"POLYGON ((1058433.434877821 7476684.861747535, 1058433.434877821 7486684.861747535, 1048433.434877821 7486684.861747535, 1048433.434877821 7476684.861747535, 1058433.434877821 7476684.861747535))",DSG
515,"POLYGON ((1058433.434877821 7486684.861747535, 1058433.434877821 7496684.861747535, 1048433.434877821 7496684.861747535, 1048433.434877821 7486684.861747535, 1058433.434877821 7486684.861747535))",ML
516,"POLYGON ((1058433.434877821 7496684.861747535, 1058433.434877821 7506684.861747535, 1048433.434877821 7506684.861747535, 1048433.434877821 7496684.861747535, 1058433.434877821 7496684.861747535))",T
517,"POLYGON ((1058433.434877821 7506684.861747535, 1058433.434877821 7516684.861747535, 1048433.434877821 7516684.861747535, 1048433.434877821 7506684.861747535, 1058433.434877821 7506684.861747535))",F
518,"POLYGON ((1058433.434877821 7516684.861747535, 1058433.434877821 7526684.861747535, 1048433.434877821 7526684.861747535, 1048433.434877821 7516684.861747535, 1058433.434877821 7516684.861747535))",ML
519,"POLYGON ((1058433.434877821 7526684.861747535, 1058433.434877821 7536684.861747535, 1048433.434877821 7536684.861747535, 1048433.434877821 7526684.861747535, 1058433.434877821 7526684.861747535))",T
520,"POLYGON ((1058433.434877821 7536684.861747535, 1058433.434877821 7546684.861747535, 1048433.434877821 7546684.861747535, 1048433.434877821 7536684.861747535, 1058433.434877821 7536684.861747535))",ES
521,"POLYGON ((1058433.434877821 7546684.861747535, 1058433.434877821 7556684.861747535, 1048433.434877821 7556684.861747535, 1048433.434877821 7546684.861747535, 1058433.434877821 7546684.861747535))",T
522,"POLYGON ((1058433.434877821 7556684.861747535, 1058433.434877821 7566684.861747535, 1048433.434877821 7566684.861747535, 1048433.434877821 7556684.861747535, 1058433.434877821 7556684.861747535))",DSG
523,"POLYGON ((1058433.434877821 7566684.861747535, 1058433.434877821 7576684.861747535, 1048433.434877821 7576684.861747535, 1048433.434877821 7566684.861747535, 1058433.434877821 7566684.861747535))",T
524,"POLYGON ((1058433.434877821 7576684.861747535, 1058433.434877821 7586684.861747535, 1048433.434877821 7586684.861747535, 1048433.434877821 7576684.861747535, 1058433.434877821 7576684.861747535))",DSG
525,"POLYGON ((1058433.434877821 7586684.861747535, 1058433.434877821 7596684.861747535, 1048433.434877821 7596684.861747535, 1048433.434877821 7586684.861747535, 1058433.434877821 7586684.861747535))",MSG
526,"POLYGON ((1058433.434877821 7596684.861747535, 1058433.434877821 7606684.861747535, 1048433.434877821 7606684.861747535, 1048433.434877821 7596684.861747535, 1058433.434877821 7596684.861747535))",ML
527,"POLYGON ((1058433.434877821 7606684.861747535, 1058433.434877821 7616684.861747535, 1048433.434877821 7616684.861747535, 1048433.434877821 7606684.861747535, 1058433.434877821 7606684.861747535))",ML
528,"POLYGON ((1058433.434877821 7616684.861747535, 1058433.434877821 7626684.861747535, 1048433.434877821 7626684.861747535, 1048433.434877821 7616684.861747535, 1058433.434877821 7616684.861747535))",ML
