,geometry
145,"POLYGON ((1098433.434877821 7856684.861747535, 1098433.434877821 7866684.861747535, 1088433.434877821 7866684.861747535, 1088433.434877821 7856684.861747535, 1098433.434877821 7856684.861747535))"
146,"POLYGON ((1088433.434877821 7696684.861747535, 1088433.434877821 7706684.861747535, 1078433.434877821 7706684.861747535, 1078433.434877821 7696684.861747535, 1088433.434877821 7696684.861747535))"
147,"POLYGON ((1358433.434877821 7506684.861747535, 1358433.434877821 7516684.861747535, 1348433.434877821 7516684.861747535, 1348433.434877821 7506684.861747535, 1358433.434877821 7506684.861747535))"
148,"POLYGON ((1138433.434877821 7736684.861747535, 1138433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535, 1128433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535))"
149,"POLYGON ((978433.4348778214 7536684.861747535, 978433.4348778214 7546684.861747535, 968433.4348778214 7546684.861747535, 968433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535))"
150,"POLYGON ((1008433.434877821 7486684.861747535, 1008433.434877821 7496684.861747535, 998433.4348778214 7496684.861747535, 998433.4348778214 7486684.861747535, 1008433.434877821 7486684.861747535))"
151,"POLYGON ((928433.4348778214 7656684.861747535, 928433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535, 918433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535))"
152,"POLYGON ((1088433.434877821 7656684.861747535, 1088433.434877821 7666684.861747535, 1078433.434877821 7666684.861747535, 1078433.434877821 7656684.861747535, 1088433.434877821 7656684.861747535))"
153,"POLYGON ((948433.4348778214 7426684.861747535, 948433.4348778214 7436684.861747535, 938433.4348778214 7436684.861747535, 938433.4348778214 7426684.861747535, 948433.4348778214 7426684.861747535))"
154,"POLYGON ((1208433.434877821 7366684.861747535, 1208433.434877821 7376684.861747535, 1198433.434877821 7376684.861747535, 1198433.434877821 7366684.861747535, 1208433.434877821 7366684.861747535))"
155,"POLYGON ((1078433.434877821 7786684.861747535, 1078433.434877821 7796684.861747535, 1068433.434877821 7796684.861747535, 1068433.434877821 7786684.861747535, 1078433.434877821 7786684.861747535))"
156,"POLYGON ((1178433.434877821 7906684.861747535, 1178433.434877821 7916684.861747535, 1168433.434877821 7916684.861747535, 1168433.434877821 7906684.861747535, 1178433.434877821 7906684.861747535))"
157,"POLYGON ((1078433.434877821 7636684.861747535, 1078433.434877821 7646684.861747535, 1068433.434877821 7646684.861747535, 1068433.434877821 7636684.861747535, 1078433.434877821 7636684.861747535))"
158,"POLYGON ((978433.4348778214 7386684.861747535, 978433.4348778214 7396684.861747535, 968433.4348778214 7396684.861747535, 968433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535))"
159,"POLYGON ((1108433.434877821 7826684.861747535, 1108433.434877821 7836684.861747535, 1098433.434877821 7836684.861747535, 1098433.434877821 7826684.861747535, 1108433.434877821 7826684.861747535))"
160,"POLYGON ((1088433.434877821 7496684.861747535, 1088433.434877821 7506684.861747535, 1078433.434877821 7506684.861747535, 1078433.434877821 7496684.861747535, 1088433.434877821 7496684.861747535))"
161,"POLYGON ((958433.4348778214 7766684.861747535, 958433.4348778214 7776684.861747535, 948433.4348778214 7776684.861747535, 948433.4348778214 7766684.861747535, 958433.4348778214 7766684.861747535))"
162,"POLYGON ((1128433.434877821 7626684.861747535, 1128433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535, 1118433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535))"
163,"POLYGON ((1068433.434877821 7376684.861747535, 1068433.434877821 7386684.861747535, 1058433.434877821 7386684.861747535, 1058433.434877821 7376684.861747535, 1068433.434877821 7376684.861747535))"
164,"POLYGON ((1168433.434877821 7376684.861747535, 1168433.434877821 7386684.861747535, 1158433.434877821 7386684.861747535, 1158433.434877821 7376684.861747535, 1168433.434877821 7376684.861747535))"
165,"POLYGON ((1638433.434877821 7396684.861747535, 1638433.434877821 7406684.861747535, 1628433.434877821 7406684.861747535, 1628433.434877821 7396684.861747535, 1638433.434877821 7396684.861747535))"
166,"POLYGON ((1158433.434877821 7796684.861747535, 1158433.434877821 7806684.861747535, 1148433.434877821 7806684.861747535, 1148433.434877821 7796684.861747535, 1158433.434877821 7796684.861747535))"
167,"POLYGON ((1158433.434877821 7356684.861747535, 1158433.434877821 7366684.861747535, 1148433.434877821 7366684.861747535, 1148433.434877821 7356684.861747535, 1158433.434877821 7356684.861747535))"
168,"POLYGON ((1268433.434877821 7396684.861747535, 1268433.434877821 7406684.861747535, 1258433.434877821 7406684.861747535, 1258433.434877821 7396684.861747535, 1268433.434877821 7396684.861747535))"
169,"POLYGON ((1028433.434877821 7376684.861747535, 1028433.434877821 7386684.861747535, 1018433.434877821 7386684.861747535, 1018433.434877821 7376684.861747535, 1028433.434877821 7376684.861747535))"
170,"POLYGON ((1078433.434877821 7616684.861747535, 1078433.434877821 7626684.861747535, 1068433.434877821 7626684.861747535, 1068433.434877821 7616684.861747535, 1078433.434877821 7616684.861747535))"
171,"POLYGON ((1088433.434877821 7736684.861747535, 1088433.434877821 7746684.861747535, 1078433.434877821 7746684.861747535, 1078433.434877821 7736684.861747535, 1088433.434877821 7736684.861747535))"
172,"POLYGON ((948433.4348778214 7586684.861747535, 948433.4348778214 7596684.861747535, 938433.4348778214 7596684.861747535, 938433.4348778214 7586684.861747535, 948433.4348778214 7586684.861747535))"
173,"POLYGON ((1038433.434877821 7636684.861747535, 1038433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535, 1028433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535))"
174,"POLYGON ((1178433.434877821 7816684.861747535, 1178433.434877821 7826684.861747535, 1168433.434877821 7826684.861747535, 1168433.434877821 7816684.861747535, 1178433.434877821 7816684.861747535))"
175,"POLYGON ((1048433.434877821 7326684.861747535, 1048433.434877821 7336684.861747535, 1038433.434877821 7336684.861747535, 1038433.434877821 7326684.861747535, 1048433.434877821 7326684.861747535))"
176,"POLYGON ((1028433.434877821 7556684.861747535, 1028433.434877821 7566684.861747535, 1018433.434877821 7566684.861747535, 1018433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535))"
177,"POLYGON ((1148433.434877821 7736684.861747535, 1148433.434877821 7746684.861747535, 1138433.434877821 7746684.861747535, 1138433.434877821 7736684.861747535, 1148433.434877821 7736684.861747535))"
178,"POLYGON ((948433.4348778214 7386684.861747535, 948433.4348778214 7396684.861747535, 938433.4348778214 7396684.861747535, 938433.4348778214 7386684.861747535, 948433.4348778214 7386684.861747535))"
179,"POLYGON ((1038433.434877821 7356684.861747535, 1038433.434877821 7366684.861747535, 1028433.434877821 7366684.861747535, 1028433.434877821 7356684.861747535, 1038433.434877821 7356684.861747535))"
180,"POLYGON ((1038433.434877821 7406684.861747535, 1038433.434877821 7416684.861747535, 1028433.434877821 7416684.861747535, 1028433.434877821 7406684.861747535, 1038433.434877821 7406684.861747535))"
181,"POLYGON ((1058433.434877821 7746684.861747535, 1058433.434877821 7756684.861747535, 1048433.434877821 7756684.861747535, 1048433.434877821 7746684.861747535, 1058433.434877821 7746684.861747535))"
182,"POLYGON ((978433.4348778214 7476684.861747535, 978433.4348778214 7486684.861747535, 968433.4348778214 7486684.861747535, 968433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535))"
183,"POLYGON ((1058433.434877821 7666684.861747535, 1058433.434877821 7676684.861747535, 1048433.434877821 7676684.861747535, 1048433.434877821 7666684.861747535, 1058433.434877821 7666684.861747535))"
184,"POLYGON ((1058433.434877821 7536684.861747535, 1058433.434877821 7546684.861747535, 1048433.434877821 7546684.861747535, 1048433.434877821 7536684.861747535, 1058433.434877821 7536684.861747535))"
185,"POLYGON ((928433.4348778214 7746684.861747535, 928433.4348778214 7756684.861747535, 918433.4348778214 7756684.861747535, 918433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535))"
186,"POLYGON ((1168433.434877821 7446684.861747535, 1168433.434877821 7456684.861747535, 1158433.434877821 7456684.861747535, 1158433.434877821 7446684.861747535, 1168433.434877821 7446684.861747535))"
187,"POLYGON ((1018433.434877821 7456684.861747535, 1018433.434877821 7466684.861747535, 1008433.434877821 7466684.861747535, 1008433.434877821 7456684.861747535, 1018433.434877821 7456684.861747535))"
188,"POLYGON ((1138433.434877821 7806684.861747535, 1138433.434877821 7816684.861747535, 1128433.434877821 7816684.861747535, 1128433.434877821 7806684.861747535, 1138433.434877821 7806684.861747535))"
189,"POLYGON ((918433.4348778214 7606684.861747535, 918433.4348778214 7616684.861747535, 908433.4348778214 7616684.861747535, 908433.4348778214 7606684.861747535, 918433.4348778214 7606684.861747535))"
190,"POLYGON ((1038433.434877821 7726684.861747535, 1038433.434877821 7736684.861747535, 1028433.434877821 7736684.861747535, 1028433.434877821 7726684.861747535, 1038433.434877821 7726684.861747535))"
191,"POLYGON ((1258433.434877821 7326684.861747535, 1258433.434877821 7336684.861747535, 1248433.434877821 7336684.861747535, 1248433.434877821 7326684.861747535, 1258433.434877821 7326684.861747535))"
192,"POLYGON ((1018433.434877821 7526684.861747535, 1018433.434877821 7536684.861747535, 1008433.434877821 7536684.861747535, 1008433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535))"
193,"POLYGON ((1078433.434877821 7676684.861747535, 1078433.434877821 7686684.861747535, 1068433.434877821 7686684.861747535, 1068433.434877821 7676684.861747535, 1078433.434877821 7676684.861747535))"
194,"POLYGON ((1178433.434877821 7636684.861747535, 1178433.434877821 7646684.861747535, 1168433.434877821 7646684.861747535, 1168433.434877821 7636684.861747535, 1178433.434877821 7636684.861747535))"
195,"POLYGON ((1028433.434877821 7396684.861747535, 1028433.434877821 7406684.861747535, 1018433.434877821 7406684.861747535, 1018433.434877821 7396684.861747535, 1028433.434877821 7396684.861747535))"
196,"POLYGON ((948433.4348778214 7736684.861747535, 948433.4348778214 7746684.861747535, 938433.4348778214 7746684.861747535, 938433.4348778214 7736684.861747535, 948433.4348778214 7736684.861747535))"
197,"POLYGON ((1178433.434877821 7896684.861747535, 1178433.434877821 7906684.861747535, 1168433.434877821 7906684.861747535, 1168433.434877821 7896684.861747535, 1178433.434877821 7896684.861747535))"
198,"POLYGON ((1058433.434877821 7686684.861747535, 1058433.434877821 7696684.861747535, 1048433.434877821 7696684.861747535, 1048433.434877821 7686684.861747535, 1058433.434877821 7686684.861747535))"
199,"POLYGON ((1058433.434877821 7586684.861747535, 1058433.434877821 7596684.861747535, 1048433.434877821 7596684.861747535, 1048433.434877821 7586684.861747535, 1058433.434877821 7586684.861747535))"
200,"POLYGON ((978433.4348778214 7736684.861747535, 978433.4348778214 7746684.861747535, 968433.4348778214 7746684.861747535, 968433.4348778214 7736684.861747535, 978433.4348778214 7736684.861747535))"
201,"POLYGON ((928433.4348778214 7506684.861747535, 928433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535, 918433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535))"
202,"POLYGON ((1268433.434877821 7546684.861747535, 1268433.434877821 7556684.861747535, 1258433.434877821 7556684.861747535, 1258433.434877821 7546684.861747535, 1268433.434877821 7546684.861747535))"
203,"POLYGON ((1278433.434877821 7456684.861747535, 1278433.434877821 7466684.861747535, 1268433.434877821 7466684.861747535, 1268433.434877821 7456684.861747535, 1278433.434877821 7456684.861747535))"
204,"POLYGON ((978433.4348778214 7546684.861747535, 978433.4348778214 7556684.861747535, 968433.4348778214 7556684.861747535, 968433.4348778214 7546684.861747535, 978433.4348778214 7546684.861747535))"
205,"POLYGON ((1098433.434877821 7506684.861747535, 1098433.434877821 7516684.861747535, 1088433.434877821 7516684.861747535, 1088433.434877821 7506684.861747535, 1098433.434877821 7506684.861747535))"
206,"POLYGON ((1028433.434877821 7406684.861747535, 1028433.434877821 7416684.861747535, 1018433.434877821 7416684.861747535, 1018433.434877821 7406684.861747535, 1028433.434877821 7406684.861747535))"
207,"POLYGON ((978433.4348778214 7746684.861747535, 978433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535, 968433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535))"
208,"POLYGON ((1368433.434877821 7506684.861747535, 1368433.434877821 7516684.861747535, 1358433.434877821 7516684.861747535, 1358433.434877821 7506684.861747535, 1368433.434877821 7506684.861747535))"
209,"POLYGON ((988433.4348778214 7336684.861747535, 988433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535, 978433.4348778214 7336684.861747535, 988433.4348778214 7336684.861747535))"
210,"POLYGON ((1078433.434877821 7516684.861747535, 1078433.434877821 7526684.861747535, 1068433.434877821 7526684.861747535, 1068433.434877821 7516684.861747535, 1078433.434877821 7516684.861747535))"
211,"POLYGON ((1128433.434877821 7866684.861747535, 1128433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535, 1118433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535))"
212,"POLYGON ((1298433.434877821 7506684.861747535, 1298433.434877821 7516684.861747535, 1288433.434877821 7516684.861747535, 1288433.434877821 7506684.861747535, 1298433.434877821 7506684.861747535))"
213,"POLYGON ((908433.4348778214 7646684.861747535, 908433.4348778214 7656684.861747535, 898433.4348778214 7656684.861747535, 898433.4348778214 7646684.861747535, 908433.4348778214 7646684.861747535))"
214,"POLYGON ((1068433.434877821 7616684.861747535, 1068433.434877821 7626684.861747535, 1058433.434877821 7626684.861747535, 1058433.434877821 7616684.861747535, 1068433.434877821 7616684.861747535))"
215,"POLYGON ((918433.4348778214 7596684.861747535, 918433.4348778214 7606684.861747535, 908433.4348778214 7606684.861747535, 908433.4348778214 7596684.861747535, 918433.4348778214 7596684.861747535))"
216,"POLYGON ((958433.4348778214 7646684.861747535, 958433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535, 948433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535))"
217,"POLYGON ((998433.4348778214 7416684.861747535, 998433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535, 988433.4348778214 7416684.861747535, 998433.4348778214 7416684.861747535))"
218,"POLYGON ((1178433.434877821 7526684.861747535, 1178433.434877821 7536684.861747535, 1168433.434877821 7536684.861747535, 1168433.434877821 7526684.861747535, 1178433.434877821 7526684.861747535))"
219,"POLYGON ((958433.4348778214 7656684.861747535, 958433.4348778214 7666684.861747535, 948433.4348778214 7666684.861747535, 948433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535))"
220,"POLYGON ((968433.4348778214 7636684.861747535, 968433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535, 958433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535))"
221,"POLYGON ((1108433.434877821 7866684.861747535, 1108433.434877821 7876684.861747535, 1098433.434877821 7876684.861747535, 1098433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535))"
222,"POLYGON ((1018433.434877821 7726684.861747535, 1018433.434877821 7736684.861747535, 1008433.434877821 7736684.861747535, 1008433.434877821 7726684.861747535, 1018433.434877821 7726684.861747535))"
223,"POLYGON ((998433.4348778214 7526684.861747535, 998433.4348778214 7536684.861747535, 988433.4348778214 7536684.861747535, 988433.4348778214 7526684.861747535, 998433.4348778214 7526684.861747535))"
224,"POLYGON ((1028433.434877821 7496684.861747535, 1028433.434877821 7506684.861747535, 1018433.434877821 7506684.861747535, 1018433.434877821 7496684.861747535, 1028433.434877821 7496684.861747535))"
225,"POLYGON ((1088433.434877821 7346684.861747535, 1088433.434877821 7356684.861747535, 1078433.434877821 7356684.861747535, 1078433.434877821 7346684.861747535, 1088433.434877821 7346684.861747535))"
226,"POLYGON ((998433.4348778214 7606684.861747535, 998433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535, 988433.4348778214 7606684.861747535, 998433.4348778214 7606684.861747535))"
227,"POLYGON ((998433.4348778214 7486684.861747535, 998433.4348778214 7496684.861747535, 988433.4348778214 7496684.861747535, 988433.4348778214 7486684.861747535, 998433.4348778214 7486684.861747535))"
228,"POLYGON ((1408433.434877821 7546684.861747535, 1408433.434877821 7556684.861747535, 1398433.434877821 7556684.861747535, 1398433.434877821 7546684.861747535, 1408433.434877821 7546684.861747535))"
229,"POLYGON ((948433.4348778214 7376684.861747535, 948433.4348778214 7386684.861747535, 938433.4348778214 7386684.861747535, 938433.4348778214 7376684.861747535, 948433.4348778214 7376684.861747535))"
230,"POLYGON ((1038433.434877821 7656684.861747535, 1038433.434877821 7666684.861747535, 1028433.434877821 7666684.861747535, 1028433.434877821 7656684.861747535, 1038433.434877821 7656684.861747535))"
231,"POLYGON ((1148433.434877821 7476684.861747535, 1148433.434877821 7486684.861747535, 1138433.434877821 7486684.861747535, 1138433.434877821 7476684.861747535, 1148433.434877821 7476684.861747535))"
232,"POLYGON ((1008433.434877821 7556684.861747535, 1008433.434877821 7566684.861747535, 998433.4348778214 7566684.861747535, 998433.4348778214 7556684.861747535, 1008433.434877821 7556684.861747535))"
233,"POLYGON ((1038433.434877821 7346684.861747535, 1038433.434877821 7356684.861747535, 1028433.434877821 7356684.861747535, 1028433.434877821 7346684.861747535, 1038433.434877821 7346684.861747535))"
234,"POLYGON ((1118433.434877821 7696684.861747535, 1118433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535, 1108433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535))"
235,"POLYGON ((1078433.434877821 7746684.861747535, 1078433.434877821 7756684.861747535, 1068433.434877821 7756684.861747535, 1068433.434877821 7746684.861747535, 1078433.434877821 7746684.861747535))"
236,"POLYGON ((1068433.434877821 7646684.861747535, 1068433.434877821 7656684.861747535, 1058433.434877821 7656684.861747535, 1058433.434877821 7646684.861747535, 1068433.434877821 7646684.861747535))"
237,"POLYGON ((1028433.434877821 7506684.861747535, 1028433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535, 1018433.434877821 7506684.861747535, 1028433.434877821 7506684.861747535))"
238,"POLYGON ((978433.4348778214 7556684.861747535, 978433.4348778214 7566684.861747535, 968433.4348778214 7566684.861747535, 968433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535))"
239,"POLYGON ((1648433.434877821 7396684.861747535, 1648433.434877821 7406684.861747535, 1638433.434877821 7406684.861747535, 1638433.434877821 7396684.861747535, 1648433.434877821 7396684.861747535))"
240,"POLYGON ((1008433.434877821 7726684.861747535, 1008433.434877821 7736684.861747535, 998433.4348778214 7736684.861747535, 998433.4348778214 7726684.861747535, 1008433.434877821 7726684.861747535))"
241,"POLYGON ((1018433.434877821 7756684.861747535, 1018433.434877821 7766684.861747535, 1008433.434877821 7766684.861747535, 1008433.434877821 7756684.861747535, 1018433.434877821 7756684.861747535))"
242,"POLYGON ((1358433.434877821 7486684.861747535, 1358433.434877821 7496684.861747535, 1348433.434877821 7496684.861747535, 1348433.434877821 7486684.861747535, 1358433.434877821 7486684.861747535))"
243,"POLYGON ((958433.4348778214 7686684.861747535, 958433.4348778214 7696684.861747535, 948433.4348778214 7696684.861747535, 948433.4348778214 7686684.861747535, 958433.4348778214 7686684.861747535))"
244,"POLYGON ((1048433.434877821 7606684.861747535, 1048433.434877821 7616684.861747535, 1038433.434877821 7616684.861747535, 1038433.434877821 7606684.861747535, 1048433.434877821 7606684.861747535))"
245,"POLYGON ((1048433.434877821 7676684.861747535, 1048433.434877821 7686684.861747535, 1038433.434877821 7686684.861747535, 1038433.434877821 7676684.861747535, 1048433.434877821 7676684.861747535))"
246,"POLYGON ((988433.4348778214 7436684.861747535, 988433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535, 978433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535))"
247,"POLYGON ((1028433.434877821 7646684.861747535, 1028433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535, 1018433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535))"
248,"POLYGON ((1018433.434877821 7506684.861747535, 1018433.434877821 7516684.861747535, 1008433.434877821 7516684.861747535, 1008433.434877821 7506684.861747535, 1018433.434877821 7506684.861747535))"
249,"POLYGON ((1138433.434877821 7666684.861747535, 1138433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535, 1128433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535))"
250,"POLYGON ((1278433.434877821 7286684.861747535, 1278433.434877821 7296684.861747535, 1268433.434877821 7296684.861747535, 1268433.434877821 7286684.861747535, 1278433.434877821 7286684.861747535))"
251,"POLYGON ((1028433.434877821 7466684.861747535, 1028433.434877821 7476684.861747535, 1018433.434877821 7476684.861747535, 1018433.434877821 7466684.861747535, 1028433.434877821 7466684.861747535))"
252,"POLYGON ((968433.4348778214 7766684.861747535, 968433.4348778214 7776684.861747535, 958433.4348778214 7776684.861747535, 958433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535))"
253,"POLYGON ((1068433.434877821 7696684.861747535, 1068433.434877821 7706684.861747535, 1058433.434877821 7706684.861747535, 1058433.434877821 7696684.861747535, 1068433.434877821 7696684.861747535))"
254,"POLYGON ((918433.4348778214 7666684.861747535, 918433.4348778214 7676684.861747535, 908433.4348778214 7676684.861747535, 908433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535))"
255,"POLYGON ((1118433.434877821 7806684.861747535, 1118433.434877821 7816684.861747535, 1108433.434877821 7816684.861747535, 1108433.434877821 7806684.861747535, 1118433.434877821 7806684.861747535))"
256,"POLYGON ((1038433.434877821 7416684.861747535, 1038433.434877821 7426684.861747535, 1028433.434877821 7426684.861747535, 1028433.434877821 7416684.861747535, 1038433.434877821 7416684.861747535))"
257,"POLYGON ((1038433.434877821 7716684.861747535, 1038433.434877821 7726684.861747535, 1028433.434877821 7726684.861747535, 1028433.434877821 7716684.861747535, 1038433.434877821 7716684.861747535))"
258,"POLYGON ((1168433.434877821 7656684.861747535, 1168433.434877821 7666684.861747535, 1158433.434877821 7666684.861747535, 1158433.434877821 7656684.861747535, 1168433.434877821 7656684.861747535))"
259,"POLYGON ((1108433.434877821 7696684.861747535, 1108433.434877821 7706684.861747535, 1098433.434877821 7706684.861747535, 1098433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535))"
260,"POLYGON ((1178433.434877821 7596684.861747535, 1178433.434877821 7606684.861747535, 1168433.434877821 7606684.861747535, 1168433.434877821 7596684.861747535, 1178433.434877821 7596684.861747535))"
261,"POLYGON ((1398433.434877821 7476684.861747535, 1398433.434877821 7486684.861747535, 1388433.434877821 7486684.861747535, 1388433.434877821 7476684.861747535, 1398433.434877821 7476684.861747535))"
262,"POLYGON ((998433.4348778214 7736684.861747535, 998433.4348778214 7746684.861747535, 988433.4348778214 7746684.861747535, 988433.4348778214 7736684.861747535, 998433.4348778214 7736684.861747535))"
263,"POLYGON ((1058433.434877821 7726684.861747535, 1058433.434877821 7736684.861747535, 1048433.434877821 7736684.861747535, 1048433.434877821 7726684.861747535, 1058433.434877821 7726684.861747535))"
264,"POLYGON ((1008433.434877821 7436684.861747535, 1008433.434877821 7446684.861747535, 998433.4348778214 7446684.861747535, 998433.4348778214 7436684.861747535, 1008433.434877821 7436684.861747535))"
265,"POLYGON ((1258433.434877821 7436684.861747535, 1258433.434877821 7446684.861747535, 1248433.434877821 7446684.861747535, 1248433.434877821 7436684.861747535, 1258433.434877821 7436684.861747535))"
266,"POLYGON ((998433.4348778214 7336684.861747535, 998433.4348778214 7346684.861747535, 988433.4348778214 7346684.861747535, 988433.4348778214 7336684.861747535, 998433.4348778214 7336684.861747535))"
267,"POLYGON ((988433.4348778214 7526684.861747535, 988433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535, 978433.4348778214 7526684.861747535, 988433.4348778214 7526684.861747535))"
268,"POLYGON ((1038433.434877821 7666684.861747535, 1038433.434877821 7676684.861747535, 1028433.434877821 7676684.861747535, 1028433.434877821 7666684.861747535, 1038433.434877821 7666684.861747535))"
269,"POLYGON ((1028433.434877821 7516684.861747535, 1028433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535, 1018433.434877821 7516684.861747535, 1028433.434877821 7516684.861747535))"
270,"POLYGON ((1138433.434877821 7406684.861747535, 1138433.434877821 7416684.861747535, 1128433.434877821 7416684.861747535, 1128433.434877821 7406684.861747535, 1138433.434877821 7406684.861747535))"
271,"POLYGON ((1118433.434877821 7846684.861747535, 1118433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535, 1108433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535))"
272,"POLYGON ((1058433.434877821 7496684.861747535, 1058433.434877821 7506684.861747535, 1048433.434877821 7506684.861747535, 1048433.434877821 7496684.861747535, 1058433.434877821 7496684.861747535))"
273,"POLYGON ((1288433.434877821 7326684.861747535, 1288433.434877821 7336684.861747535, 1278433.434877821 7336684.861747535, 1278433.434877821 7326684.861747535, 1288433.434877821 7326684.861747535))"
274,"POLYGON ((1028433.434877821 7756684.861747535, 1028433.434877821 7766684.861747535, 1018433.434877821 7766684.861747535, 1018433.434877821 7756684.861747535, 1028433.434877821 7756684.861747535))"
275,"POLYGON ((1008433.434877821 7366684.861747535, 1008433.434877821 7376684.861747535, 998433.4348778214 7376684.861747535, 998433.4348778214 7366684.861747535, 1008433.434877821 7366684.861747535))"
276,"POLYGON ((1118433.434877821 7436684.861747535, 1118433.434877821 7446684.861747535, 1108433.434877821 7446684.861747535, 1108433.434877821 7436684.861747535, 1118433.434877821 7436684.861747535))"
277,"POLYGON ((1118433.434877821 7706684.861747535, 1118433.434877821 7716684.861747535, 1108433.434877821 7716684.861747535, 1108433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535))"
278,"POLYGON ((1058433.434877821 7416684.861747535, 1058433.434877821 7426684.861747535, 1048433.434877821 7426684.861747535, 1048433.434877821 7416684.861747535, 1058433.434877821 7416684.861747535))"
279,"POLYGON ((1238433.434877821 7806684.861747535, 1238433.434877821 7816684.861747535, 1228433.434877821 7816684.861747535, 1228433.434877821 7806684.861747535, 1238433.434877821 7806684.861747535))"
280,"POLYGON ((998433.4348778214 7446684.861747535, 998433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535, 988433.4348778214 7446684.861747535, 998433.4348778214 7446684.861747535))"
281,"POLYGON ((1238433.434877821 7536684.861747535, 1238433.434877821 7546684.861747535, 1228433.434877821 7546684.861747535, 1228433.434877821 7536684.861747535, 1238433.434877821 7536684.861747535))"
282,"POLYGON ((1378433.434877821 7436684.861747535, 1378433.434877821 7446684.861747535, 1368433.434877821 7446684.861747535, 1368433.434877821 7436684.861747535, 1378433.434877821 7436684.861747535))"
283,"POLYGON ((1388433.434877821 7356684.861747535, 1388433.434877821 7366684.861747535, 1378433.434877821 7366684.861747535, 1378433.434877821 7356684.861747535, 1388433.434877821 7356684.861747535))"
284,"POLYGON ((1028433.434877821 7776684.861747535, 1028433.434877821 7786684.861747535, 1018433.434877821 7786684.861747535, 1018433.434877821 7776684.861747535, 1028433.434877821 7776684.861747535))"
285,"POLYGON ((1338433.434877821 7306684.861747535, 1338433.434877821 7316684.861747535, 1328433.434877821 7316684.861747535, 1328433.434877821 7306684.861747535, 1338433.434877821 7306684.861747535))"
286,"POLYGON ((988433.4348778214 7736684.861747535, 988433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535, 978433.4348778214 7736684.861747535, 988433.4348778214 7736684.861747535))"
287,"POLYGON ((1258433.434877821 7296684.861747535, 1258433.434877821 7306684.861747535, 1248433.434877821 7306684.861747535, 1248433.434877821 7296684.861747535, 1258433.434877821 7296684.861747535))"
288,"POLYGON ((908433.4348778214 7666684.861747535, 908433.4348778214 7676684.861747535, 898433.4348778214 7676684.861747535, 898433.4348778214 7666684.861747535, 908433.4348778214 7666684.861747535))"
289,"POLYGON ((1398433.434877821 7576684.861747535, 1398433.434877821 7586684.861747535, 1388433.434877821 7586684.861747535, 1388433.434877821 7576684.861747535, 1398433.434877821 7576684.861747535))"
